id_venta,fecha,finca,producto,cantidad,unidad,precio_unitario_cop,comprador,medio_pago
V-02589,2025-10-16,San Miguel,abono_organico,3,bulto,16586,Tienda veredal,credito_local
V-02590,2025-06-21,Los Guaduales,leche,84,litro,2116,Familia local,efectivo
V-02591,2025-08-16,El Roble,yuca,207,kg,2198,Mercado municipal,efectivo
V-02592,2025-10-13,La Esperanza,leche,214,litro,2218,Mercado municipal,efectivo
V-02593,2025-10-19,Los Guaduales,leche,61,litro,1768,Tienda veredal,transferencia
V-02594,2025-04-14,La Pradera,abono_organico,22,bulto,7517,Mercado municipal,transferencia
V-02595,2025-07-24,San Miguel,leche,126,litro,1851,Mercado municipal,efectivo
V-02596,2025-10-01,San Miguel,sorgo,335,kg,1913,Colegio,efectivo
V-02597,2025-04-25,Los Guaduales,yuca,389,kg,2760,Mercado municipal,efectivo
V-02598,2025-04-07,La Pradera,queso,60,kg,11952,Tienda veredal,transferencia
V-02599,2025-09-05,La Esperanza,yuca,456,kg,2771,Tienda veredal,transferencia
V-02600,2025-08-08,Buenos Aires,maiz,113,kg,2015,Cooperativa,transferencia
V-02601,2025-10-17,La Pradera,sorgo,621,kg,1312,Familia local,efectivo
V-02602,2025-11-24,La Esperanza,sorgo,383,kg,1394,Mercado municipal,efectivo
V-02603,2025-04-27,Santa Lucia,queso,10,kg,12703,Tienda veredal,credito_local
V-02604,2025-12-30,El Roble,abono_organico,30,bulto,16535,Tienda veredal,efectivo
V-02605,2025-06-27,San Miguel,queso,22,kg,9097,Colegio,transferencia
V-02606,2025-11-07,San Miguel,sorgo,248,kg,2756,Restaurante,efectivo
V-02607,2025-12-29,Buenos Aires,maiz,441,kg,2159,Tienda veredal,transferencia
V-02608,2025-07-12,Santa Lucia,abono_organico,38,bulto,11850,Tienda veredal,transferencia
V-02609,2025-12-12,El Roble,maiz,346,kg,2073,Tienda veredal,transferencia
V-02610,2025-12-24,Buenos Aires,queso,41,kg,13798,Restaurante,transferencia
V-02611,2025-05-13,Los Guaduales,abono_organico,43,bulto,10880,Familia local,efectivo
V-02612,2025-04-07,Los Guaduales,yuca,151,kg,1407,Cooperativa,transferencia
V-02613,2025-12-14,San Miguel,leche,82,litro,1507,Mercado municipal,credito_local
V-02614,2025-04-04,San Miguel,queso,19,kg,11213,Colegio,credito_local
V-02615,2025-06-14,Los Guaduales,maiz,168,kg,2167,Restaurante,transferencia
V-02616,2025-06-02,El Progreso,sorgo,139,kg,1100,Cooperativa,credito_local
V-02617,2025-03-10,Santa Lucia,yuca,462,kg,2754,Tienda veredal,efectivo
V-02618,2025-10-06,La Pradera,abono_organico,22,bulto,12709,Tienda veredal,efectivo
V-02619,2025-12-24,La Esperanza,yuca,384,kg,2177,Colegio,credito_local
V-02620,2025-01-13,San Miguel,maiz,304,kg,2721,Colegio,transferencia
V-02621,2025-12-17,Santa Lucia,sorgo,479,kg,1412,Familia local,efectivo
V-02622,2025-05-25,Santa Lucia,sorgo,202,kg,1487,Colegio,transferencia
V-02623,2025-05-30,San Miguel,yuca,386,kg,2559,Cooperativa,transferencia
V-02624,2025-05-28,San Miguel,maiz,146,kg,1557,Familia local,transferencia
V-02625,2025-11-05,La Pradera,queso,17,kg,14537,Familia local,transferencia
V-02626,2025-08-15,La Pradera,leche,187,litro,1804,Colegio,credito_local
V-02627,2025-04-16,El Progreso,leche,123,litro,1752,Cooperativa,credito_local
V-02628,2025-05-01,Buenos Aires,leche,102,litro,2023,Mercado municipal,transferencia
V-02629,2025-06-29,La Esperanza,queso,51,kg,10571,Restaurante,efectivo
V-02630,2025-11-21,Santa Lucia,queso,45,kg,11447,Mercado municipal,transferencia
V-02631,2025-05-29,Santa Lucia,abono_organico,27,bulto,12434,Mercado municipal,efectivo
V-02632,2025-11-15,La Pradera,leche,87,litro,1938,Restaurante,transferencia
V-02633,2025-07-17,La Esperanza,queso,56,kg,14904,Tienda veredal,credito_local
V-02634,2025-08-24,San Miguel,sorgo,101,kg,1521,Colegio,transferencia
V-02635,2025-09-03,San Miguel,sorgo,474,kg,1796,Tienda veredal,transferencia
V-02636,2025-04-19,El Roble,queso,37,kg,11251,Restaurante,efectivo
V-02637,2025-07-23,San Miguel,maiz,64,kg,1703,Restaurante,credito_local
V-02638,2025-12-07,Santa Lucia,maiz,284,kg,1917,Restaurante,transferencia
V-02639,2025-04-29,Buenos Aires,queso,45,kg,14645,Cooperativa,transferencia
V-02640,2025-10-29,La Esperanza,sorgo,80,kg,1829,Colegio,efectivo
V-02641,2025-01-17,Buenos Aires,sorgo,593,kg,2656,Colegio,credito_local
V-02642,2025-12-15,El Roble,sorgo,546,kg,1450,Mercado municipal,transferencia
V-02643,2025-06-22,Buenos Aires,maiz,642,kg,944,Colegio,credito_local
V-02644,2025-01-10,El Roble,abono_organico,37,bulto,15208,Familia local,efectivo
V-02645,2025-04-24,Santa Lucia,maiz,52,kg,1495,Tienda veredal,transferencia
V-02646,2025-06-25,Los Guaduales,yuca,78,kg,1023,Familia local,transferencia
V-02647,2025-06-08,Santa Lucia,maiz,65,kg,1362,Restaurante,efectivo
V-02648,2025-12-23,Santa Lucia,yuca,230,kg,2555,Restaurante,efectivo
V-02649,2025-07-08,El Progreso,leche,87,litro,1549,Colegio,transferencia
V-02650,2025-06-21,La Esperanza,queso,38,kg,13631,Restaurante,credito_local
V-02651,2025-01-25,Los Guaduales,sorgo,200,kg,2052,Mercado municipal,credito_local
V-02652,2025-05-05,Santa Lucia,queso,58,kg,10824,Restaurante,efectivo
V-02653,2025-05-20,El Roble,queso,8,kg,11899,Mercado municipal,transferencia
V-02654,2025-11-05,Buenos Aires,yuca,304,kg,2773,Familia local,efectivo
V-02655,2025-09-10,El Progreso,maiz,650,kg,2488,Cooperativa,transferencia
V-02656,2025-08-03,El Progreso,sorgo,239,kg,2643,Restaurante,transferencia
V-02657,2025-05-09,El Progreso,queso,17,kg,13261,Familia local,efectivo
V-02658,2025-11-30,San Miguel,leche,151,litro,2231,Tienda veredal,credito_local
V-02659,2025-11-14,La Pradera,queso,24,kg,9123,Tienda veredal,efectivo
V-02660,2025-08-11,San Miguel,sorgo,215,kg,2794,Tienda veredal,credito_local
V-02661,2025-10-07,San Miguel,leche,185,litro,2154,Mercado municipal,transferencia
V-02662,2025-02-02,La Pradera,yuca,490,kg,1953,Colegio,efectivo
V-02663,2025-04-03,La Esperanza,yuca,150,kg,2291,Restaurante,efectivo
V-02664,2025-10-26,El Progreso,abono_organico,5,bulto,16065,Mercado municipal,credito_local
V-02665,2025-11-01,El Roble,leche,163,litro,2237,Familia local,efectivo
V-02666,2025-07-05,La Esperanza,leche,104,litro,2075,Cooperativa,transferencia
V-02667,2025-04-10,San Miguel,maiz,192,kg,1308,Tienda veredal,transferencia
V-02668,2025-01-27,La Pradera,leche,191,litro,1982,Familia local,efectivo
V-02669,2025-08-12,San Miguel,sorgo,464,kg,1346,Colegio,efectivo
V-02670,2025-01-10,La Esperanza,yuca,432,kg,2180,Tienda veredal,efectivo
V-02671,2025-03-19,Los Guaduales,yuca,237,kg,1957,Familia local,transferencia
V-02672,2025-03-11,Buenos Aires,leche,159,litro,2298,Mercado municipal,credito_local
V-02673,2025-08-17,La Esperanza,yuca,276,kg,2311,Restaurante,credito_local
V-02674,2025-02-10,Santa Lucia,maiz,582,kg,2625,Mercado municipal,efectivo
V-02675,2025-01-02,La Esperanza,sorgo,235,kg,1228,Restaurante,transferencia
V-02676,2025-06-03,El Roble,yuca,411,kg,1268,Familia local,efectivo
V-02677,2025-03-24,El Roble,leche,157,litro,2090,Cooperativa,efectivo
V-02678,2025-06-04,San Miguel,sorgo,369,kg,1739,Tienda veredal,credito_local
V-02679,2025-05-27,San Miguel,sorgo,611,kg,2069,Colegio,transferencia
V-02680,2025-12-30,Buenos Aires,abono_organico,19,bulto,13204,Tienda veredal,transferencia
V-02681,2025-05-09,Buenos Aires,abono_organico,17,bulto,10321,Restaurante,efectivo
V-02682,2025-10-25,El Roble,queso,42,kg,9347,Familia local,efectivo
V-02683,2025-03-23,La Esperanza,yuca,524,kg,1569,Cooperativa,transferencia
V-02684,2025-07-20,La Pradera,leche,119,litro,2172,Restaurante,transferencia
V-02685,2025-04-16,Los Guaduales,abono_organico,21,bulto,7174,Mercado municipal,credito_local
V-02686,2025-07-01,El Roble,maiz,470,kg,2248,Tienda veredal,transferencia
V-02687,2025-05-20,Santa Lucia,sorgo,580,kg,950,Restaurante,efectivo
V-02688,2025-05-04,El Roble,yuca,39,kg,2095,Tienda veredal,credito_local
V-02689,2025-08-24,Los Guaduales,sorgo,25,kg,1293,Cooperativa,credito_local
V-02690,2025-09-10,Los Guaduales,queso,41,kg,11870,Mercado municipal,efectivo
V-02691,2025-08-07,Los Guaduales,leche,83,litro,1836,Tienda veredal,transferencia
V-02692,2025-12-03,La Pradera,yuca,549,kg,1566,Colegio,efectivo
V-02693,2025-10-26,Buenos Aires,maiz,534,kg,2555,Cooperativa,credito_local
V-02694,2025-05-15,El Progreso,queso,7,kg,9783,Familia local,efectivo
V-02695,2025-07-28,San Miguel,maiz,253,kg,1233,Colegio,transferencia
V-02696,2025-09-06,La Esperanza,sorgo,447,kg,1189,Restaurante,efectivo
V-02697,2025-03-13,La Pradera,yuca,247,kg,,Tienda veredal,credito_local
V-02698,2025-05-05,Santa Lucia,leche,136,litro,1723,Colegio,efectivo
V-02699,2025-01-07,Buenos Aires,queso,3,kg,12991,Cooperativa,credito_local
V-02700,2025-01-13,La Pradera,yuca,53,kg,1940,Colegio,transferencia
V-02701,2025-04-21,El Roble,maiz,143,kg,2727,Familia local,credito_local
V-02702,2025-08-20,Santa Lucia,yuca,196,kg,2041,Colegio,transferencia
V-02703,2025-04-29,El Progreso,queso,15,kg,12524,Restaurante,efectivo
V-02704,2025-06-26,San Miguel,abono_organico,12,bulto,17750,Colegio,credito_local
V-02705,2025-05-15,Buenos Aires,queso,52,kg,11744,Restaurante,transferencia
V-02706,2025-11-09,El Roble,yuca,320,kg,1200,Restaurante,transferencia
V-02707,2025-06-27,Los Guaduales,maiz,262,kg,1095,Cooperativa,transferencia
V-02708,2025-12-07,El Progreso,abono_organico,24,bulto,10723,Familia local,transferencia
V-02709,2025-10-28,El Roble,abono_organico,44,bulto,12477,Mercado municipal,transferencia
V-02710,2025-03-30,San Miguel,sorgo,13,kg,2705,Mercado municipal,credito_local
V-02711,2025-06-15,El Roble,queso,38,kg,11950,Familia local,credito_local
V-02712,2025-01-10,Buenos Aires,sorgo,304,kg,1496,Colegio,efectivo
V-02713,2025-12-18,San Miguel,yuca,184,kg,902,Restaurante,credito_local
V-02714,2025-10-25,La Pradera,maiz,146,kg,2310,Familia local,credito_local
V-02715,2025-12-08,La Pradera,leche,149,litro,2163,Colegio,transferencia
V-02716,2025-09-01,El Roble,yuca,241,kg,2656,Cooperativa,credito_local
V-02717,2025-12-30,El Progreso,abono_organico,28,bulto,9690,Familia local,transferencia
V-02718,2025-06-15,Santa Lucia,leche,69,litro,1573,Restaurante,transferencia
V-02719,2025-03-27,Los Guaduales,queso,6,kg,10378,Restaurante,efectivo
V-02720,2025-05-22,Los Guaduales,leche,125,litro,1669,Cooperativa,credito_local
V-02721,2025-08-07,Buenos Aires,queso,57,kg,10981,Restaurante,efectivo
V-02722,2025-07-23,El Roble,sorgo,366,kg,2734,Restaurante,transferencia
V-02723,2025-07-18,Santa Lucia,leche,211,litro,1522,Cooperativa,transferencia
V-02724,2025-08-15,Santa Lucia,leche,112,litro,1812,Mercado municipal,efectivo
V-02725,2025-05-31,Buenos Aires,leche,129,litro,2171,Tienda veredal,transferencia
V-02726,2025-05-15,El Progreso,maiz,287,kg,944,Tienda veredal,efectivo
V-02727,2025-05-21,La Pradera,queso,47,kg,11705,Mercado municipal,credito_local
V-02728,2025-12-21,La Esperanza,sorgo,618,kg,1629,Restaurante,efectivo
V-02729,2025-11-30,El Progreso,maiz,15,kg,1550,Mercado municipal,credito_local
V-02730,2025-12-12,Santa Lucia,sorgo,399,kg,1440,Familia local,efectivo
V-02731,2025-11-18,Santa Lucia,queso,25,kg,13671,Familia local,transferencia
V-02732,2025-08-21,San Miguel,sorgo,623,kg,2398,Tienda veredal,efectivo
V-02733,2025-06-11,El Progreso,yuca,13,kg,1524,Tienda veredal,credito_local
V-02734,2025-07-30,Los Guaduales,yuca,639,kg,918,Cooperativa,transferencia
V-02735,2025-02-21,El Roble,sorgo,555,kg,1411,Restaurante,transferencia
V-02736,2025-08-11,Los Guaduales,sorgo,35,kg,2098,Tienda veredal,credito_local
V-02737,2025-07-18,San Miguel,abono_organico,17,bulto,10123,Tienda veredal,credito_local
V-02738,2025-10-17,La Pradera,maiz,14,kg,2461,Familia local,credito_local
V-02739,2025-07-07,El Progreso,maiz,419,kg,1842,Restaurante,credito_local
V-02740,2025-10-28,La Esperanza,leche,41,litro,2021,Cooperativa,transferencia
V-02741,2025-06-04,La Pradera,queso,30,kg,9472,Familia local,credito_local
V-02742,2025-07-19,Santa Lucia,queso,57,kg,10332,Cooperativa,credito_local
V-02743,2025-01-21,San Miguel,leche,64,litro,1966,Colegio,efectivo
V-02744,2025-03-01,Santa Lucia,sorgo,341,kg,2595,Colegio,efectivo
V-02745,2025-08-21,La Esperanza,yuca,493,kg,1838,Mercado municipal,efectivo
V-02746,2025-02-12,La Pradera,maiz,636,kg,1756,Colegio,credito_local
V-02747,2025-08-02,La Esperanza,queso,23,kg,12147,Mercado municipal,transferencia
V-02748,2025-05-04,El Roble,sorgo,293,kg,1802,Familia local,transferencia
V-02749,2025-08-14,San Miguel,abono_organico,40,bulto,7944,Colegio,transferencia
V-02750,2025-09-18,La Pradera,abono_organico,11,bulto,16095,Tienda veredal,credito_local
V-02751,2025-02-25,El Roble,leche,84,litro,2122,Mercado municipal,transferencia
V-02752,2025-12-21,El Progreso,sorgo,288,kg,2613,Cooperativa,credito_local
V-02753,2025-12-03,La Esperanza,queso,42,kg,13579,Mercado municipal,efectivo
V-02754,2025-08-10,La Esperanza,leche,45,litro,2223,Familia local,efectivo
V-02755,2025-08-21,Buenos Aires,maiz,409,kg,2237,Cooperativa,transferencia
V-02756,2025-06-13,La Pradera,abono_organico,29,bulto,11291,Familia local,efectivo
V-02757,2025-11-09,El Roble,maiz,107,kg,1618,Colegio,transferencia
V-02758,2025-06-16,Los Guaduales,queso,37,kg,13742,Tienda veredal,transferencia
V-02759,2025-06-22,Los Guaduales,maiz,609,kg,1684,Familia local,efectivo
V-02760,2025-07-17,Buenos Aires,abono_organico,38,bulto,12696,Tienda veredal,efectivo
V-02761,2025-01-16,Los Guaduales,yuca,450,kg,1002,Mercado municipal,efectivo
V-02762,2025-11-10,La Pradera,abono_organico,34,bulto,16838,Restaurante,efectivo
V-02763,2025-12-19,Los Guaduales,queso,59,kg,9133,Familia local,credito_local
V-02764,2025-03-23,Santa Lucia,yuca,101,kg,2571,Familia local,transferencia
V-02765,2025-07-09,El Roble,leche,43,litro,1535,Tienda veredal,efectivo
V-02766,2025-09-04,El Progreso,leche,205,litro,1582,Cooperativa,credito_local
V-02767,2025-05-30,Santa Lucia,leche,7,litro,0,Colegio,transferencia
V-02768,2025-11-28,El Roble,queso,46,kg,12539,Tienda veredal,transferencia
V-02769,2025-05-11,La Esperanza,queso,51,kg,10247,Restaurante,efectivo
V-02770,2025-04-22,El Progreso,yuca,240,kg,2483,Familia local,efectivo
V-02771,2025-08-15,San Miguel,queso,20,kg,9464,Colegio,efectivo
V-02772,2025-09-29,El Roble,queso,10,kg,14676,Restaurante,transferencia
V-02773,2025-01-15,El Roble,maiz,219,kg,2131,Colegio,credito_local
V-02774,2025-12-02,La Pradera,sorgo,129,kg,2659,Colegio,efectivo
V-02775,2025-12-11,San Miguel,sorgo,573,kg,2247,Familia local,transferencia
V-02776,2025-07-18,Los Guaduales,abono_organico,6,bulto,16811,Tienda veredal,credito_local
V-02777,2025-01-29,Buenos Aires,queso,3,kg,10188,Restaurante,efectivo
V-02778,2025-10-12,San Miguel,sorgo,512,kg,2531,Tienda veredal,transferencia
V-02779,2025-12-03,San Miguel,maiz,564,kg,975,Restaurante,transferencia
V-02780,2025-01-13,Los Guaduales,maiz,483,kg,1894,Tienda veredal,transferencia
V-02781,2025-05-17,Buenos Aires,queso,50,kg,9011,Tienda veredal,efectivo
V-02782,2025-03-20,San Miguel,leche,158,litro,2291,Colegio,transferencia
V-02783,2025-06-14,San Miguel,maiz,54,kg,2591,Restaurante,efectivo
V-02784,2025-12-26,San Miguel,yuca,17,kg,2180,Restaurante,credito_local
V-02785,2025-06-11,La Esperanza,abono_organico,28,bulto,11423,Tienda veredal,credito_local
V-02786,2025-02-28,El Progreso,abono_organico,16,bulto,16811,Mercado municipal,transferencia
V-02787,2025-02-16,Los Guaduales,leche,57,litro,1650,Restaurante,credito_local
V-02788,2025-05-08,Los Guaduales,maiz,602,kg,2248,Tienda veredal,transferencia
V-02789,2025-08-22,La Pradera,sorgo,122,kg,1562,Mercado municipal,credito_local
V-02790,2025-10-22,El Roble,queso,24,kg,14005,Cooperativa,efectivo
V-02791,2025-07-09,San Miguel,maiz,180,kg,1956,Familia local,efectivo
V-02792,2025-10-28,Santa Lucia,leche,218,litro,2137,Familia local,transferencia
V-02793,2025-11-05,La Esperanza,queso,46,kg,13724,Tienda veredal,efectivo
V-02794,2025-10-24,San Miguel,queso,10,kg,11470,Cooperativa,transferencia
V-02795,2025-10-24,La Esperanza,leche,23,litro,1901,Familia local,credito_local
V-02796,2025-05-26,El Roble,sorgo,298,kg,1043,Familia local,credito_local
V-02797,2025-04-18,La Pradera,yuca,526,kg,1007,Familia local,transferencia
V-02798,2025-12-13,El Progreso,yuca,100,kg,1383,Colegio,efectivo
V-02799,2025-02-28,El Roble,yuca,21,kg,1832,Mercado municipal,transferencia
V-02800,2025-03-20,La Esperanza,maiz,489,kg,2782,Colegio,efectivo
V-02801,2025-11-23,La Pradera,queso,40,kg,10588,Restaurante,credito_local
V-02802,2025-08-02,El Roble,queso,25,kg,10484,Familia local,credito_local
V-02803,2025-08-09,El Roble,leche,122,litro,2187,Mercado municipal,transferencia
V-02804,2025-09-01,La Esperanza,queso,53,kg,10414,Mercado municipal,credito_local
V-02805,2025-01-28,La Pradera,queso,40,kg,14340,Restaurante,efectivo
V-02806,2025-11-15,El Progreso,sorgo,56,kg,1500,Colegio,credito_local
V-02807,2025-05-30,La Pradera,queso,23,kg,10809,Colegio,credito_local
V-02808,2025-06-05,Buenos Aires,leche,102,litro,1708,Colegio,efectivo
V-02809,2025-07-06,San Miguel,sorgo,198,kg,969,Restaurante,transferencia
V-02810,2025-03-16,Santa Lucia,maiz,520,kg,2340,Colegio,transferencia
V-02811,2025-04-13,La Pradera,yuca,65,kg,1564,Cooperativa,transferencia
V-02812,2025-07-05,El Roble,leche,99,litro,2260,Restaurante,credito_local
V-02813,2025-05-04,El Progreso,queso,45,kg,11259,Tienda veredal,credito_local
V-02814,2025-06-07,Buenos Aires,abono_organico,7,bulto,16551,Tienda veredal,credito_local
V-02815,2025-10-12,Santa Lucia,maiz,188,kg,1991,Mercado municipal,credito_local
V-02816,2025-03-26,El Progreso,queso,44,kg,12312,Tienda veredal,credito_local
V-02817,2025-06-23,La Esperanza,leche,51,litro,2219,Tienda veredal,transferencia
V-02818,2025-08-08,El Roble,leche,125,litro,2145,Cooperativa,credito_local
V-02819,2025-10-30,San Miguel,leche,39,litro,1668,Cooperativa,efectivo
V-02820,2025-03-26,Buenos Aires,sorgo,282,kg,2657,Mercado municipal,transferencia
V-02821,2025-02-06,El Progreso,sorgo,392,kg,1550,Tienda veredal,efectivo
V-02822,2025-10-08,San Miguel,maiz,453,kg,2172,Tienda veredal,transferencia
V-02823,2025-07-22,La Esperanza,maiz,617,kg,1529,Cooperativa,transferencia
V-02824,2025-08-28,San Miguel,yuca,435,kg,2535,Familia local,efectivo
V-02825,2025-02-28,San Miguel,sorgo,52,kg,909,Mercado municipal,efectivo
V-02826,2025-07-06,Santa Lucia,yuca,625,kg,2136,Colegio,efectivo
V-02827,2025-03-30,El Roble,leche,33,litro,1603,Cooperativa,transferencia
V-02828,2025-11-05,Santa Lucia,maiz,425,kg,1347,Restaurante,transferencia
V-02829,2025-09-04,El Progreso,maiz,245,kg,1188,Mercado municipal,efectivo
V-02830,2025-07-20,Santa Lucia,leche,189,litro,2169,Colegio,transferencia
V-02831,2025-08-06,Buenos Aires,leche,196,litro,2121,Mercado municipal,transferencia
V-02832,2025-02-26,Buenos Aires,yuca,331,kg,2044,Restaurante,credito_local
V-02833,2025-05-26,La Pradera,abono_organico,1,bulto,7471,Restaurante,efectivo
V-02834,2025-10-19,La Esperanza,sorgo,483,kg,1638,Tienda veredal,transferencia
V-02835,2025-03-30,Los Guaduales,sorgo,356,kg,2101,Mercado municipal,efectivo
V-02836,2025-04-17,Los Guaduales,yuca,316,kg,2203,Tienda veredal,efectivo
V-02837,2025-10-22,La Esperanza,leche,137,litro,2236,Colegio,efectivo
V-02838,2025-01-10,El Progreso,queso,1,kg,11007,Cooperativa,credito_local
V-02839,2025-08-10,Santa Lucia,maiz,581,kg,2677,Colegio,transferencia
V-02840,2025-10-21,El Progreso,leche,40,litro,1816,Tienda veredal,credito_local
V-02841,2025-09-26,La Esperanza,sorgo,443,kg,2010,Cooperativa,efectivo
V-02842,2025-05-14,La Esperanza,abono_organico,11,bulto,10918,Familia local,efectivo
V-02843,2025-09-01,El Roble,leche,122,litro,1883,Familia local,efectivo
V-02844,2025-04-01,La Esperanza,leche,133,litro,2203,Colegio,efectivo
V-02845,2025-03-27,El Roble,abono_organico,10,bulto,12178,Restaurante,efectivo
V-02846,2025-06-13,La Pradera,maiz,58,kg,2607,Mercado municipal,efectivo
V-02847,2025-01-16,Los Guaduales,queso,45,kg,13278,Restaurante,efectivo
V-02848,2025-04-01,Los Guaduales,yuca,48,kg,1043,Colegio,credito_local
V-02849,2025-04-09,San Miguel,leche,85,litro,2104,Cooperativa,credito_local
V-02850,2025-04-18,Buenos Aires,queso,1,kg,11343,Cooperativa,credito_local
V-02851,2025-02-21,Buenos Aires,queso,20,kg,13349,Cooperativa,transferencia
V-02852,2025-08-06,Santa Lucia,queso,37,kg,11783,Cooperativa,efectivo
V-02853,2025-09-03,Buenos Aires,yuca,320,kg,1626,Colegio,efectivo
V-02854,2025-04-13,San Miguel,queso,2,kg,13689,Restaurante,transferencia
V-02855,2025-07-08,San Miguel,leche,23,litro,1936,Familia local,credito_local
V-02856,2025-07-24,Santa Lucia,sorgo,240,kg,1268,Restaurante,efectivo
V-02857,2025-01-25,Buenos Aires,queso,42,kg,13255,Colegio,credito_local
V-02858,2025-05-26,Santa Lucia,maiz,289,kg,2643,Tienda veredal,credito_local
V-02859,2025-12-19,El Roble,maiz,565,kg,1461,Tienda veredal,transferencia
V-02860,2025-12-12,Santa Lucia,yuca,344,kg,951,Restaurante,efectivo
V-02861,2025-11-20,El Progreso,queso,12,kg,14258,Familia local,transferencia
V-02862,2025-09-09,La Pradera,queso,37,kg,9871,Mercado municipal,credito_local
V-02863,2025-10-25,El Roble,yuca,536,kg,2554,Tienda veredal,efectivo
V-02864,2025-03-20,San Miguel,yuca,183,kg,1337,Mercado municipal,transferencia
V-02865,2025-04-09,Los Guaduales,leche,208,litro,1695,Tienda veredal,credito_local
V-02866,2025-01-22,La Pradera,queso,17,kg,10686,Mercado municipal,efectivo
V-02867,2025-02-06,El Roble,maiz,421,kg,957,Familia local,credito_local
V-02868,2025-10-23,La Esperanza,abono_organico,42,bulto,16836,Restaurante,transferencia
V-02869,2025-04-06,La Esperanza,abono_organico,9,bulto,7064,Mercado municipal,efectivo
V-02870,2025-02-17,El Roble,yuca,585,kg,2329,Colegio,efectivo
V-02871,2025-07-01,El Roble,queso,6,kg,9315,Cooperativa,credito_local
V-02872,2025-05-26,La Pradera,maiz,256,kg,1246,Colegio,transferencia
V-02873,2025-05-08,La Esperanza,abono_organico,34,bulto,9218,Tienda veredal,transferencia
V-02874,2025-05-21,San Miguel,maiz,389,kg,2195,Colegio,credito_local
V-02875,2025-01-09,El Progreso,yuca,306,kg,1179,Tienda veredal,efectivo
V-02876,2025-03-06,Santa Lucia,yuca,599,kg,2374,Familia local,credito_local
V-02877,2025-11-29,Los Guaduales,sorgo,602,kg,1243,Cooperativa,transferencia
V-02878,2025-10-18,Los Guaduales,queso,36,kg,9323,Colegio,credito_local
V-02879,2025-05-14,El Progreso,yuca,404,kg,2721,Cooperativa,transferencia
V-02880,2025-11-24,San Miguel,maiz,192,kg,1231,Familia local,efectivo
V-02881,2025-02-01,Buenos Aires,yuca,437,kg,1228,Tienda veredal,transferencia
V-02882,2025-10-01,El Progreso,sorgo,605,kg,1097,Restaurante,credito_local
V-02883,2025-01-14,La Esperanza,yuca,368,kg,1804,Colegio,transferencia
V-02884,2025-10-30,La Pradera,abono_organico,34,bulto,17354,Familia local,credito_local
V-02885,2025-07-17,El Progreso,maiz,525,kg,2077,Cooperativa,credito_local
V-02886,2025-08-13,Buenos Aires,yuca,145,kg,1914,Tienda veredal,efectivo
V-02887,2025-01-31,Los Guaduales,queso,35,kg,9172,Cooperativa,efectivo
V-02888,2025-09-26,Buenos Aires,maiz,547,kg,2025,Cooperativa,transferencia
V-02889,2025-03-09,San Miguel,maiz,640,kg,2093,Tienda veredal,credito_local
V-02890,2025-11-16,El Progreso,sorgo,490,kg,1634,Mercado municipal,credito_local
V-02891,2025-01-11,Santa Lucia,abono_organico,45,bulto,12237,Familia local,credito_local
V-02892,2025-08-13,La Esperanza,yuca,560,kg,1312,Familia local,efectivo
V-02893,2025-07-12,El Roble,abono_organico,24,bulto,10439,Familia local,credito_local
V-02894,2025-06-22,La Pradera,queso,44,kg,14197,Cooperativa,efectivo
V-02895,2025-08-14,Los Guaduales,queso,36,kg,9254,Mercado municipal,transferencia
V-02896,2025-09-01,Buenos Aires,sorgo,87,kg,1214,Colegio,credito_local
V-02897,2025-05-24,El Roble,queso,45,kg,10003,Mercado municipal,transferencia
V-02898,2025-02-28,La Esperanza,leche,120,litro,2261,Familia local,transferencia
V-02899,2025-01-25,Buenos Aires,yuca,101,kg,2795,Restaurante,transferencia
V-02900,2025-09-24,El Progreso,abono_organico,12,bulto,15822,Familia local,transferencia
V-02901,2025-06-21,Los Guaduales,yuca,325,kg,1758,Cooperativa,credito_local
V-02902,2025-07-08,Buenos Aires,yuca,273,kg,1673,Cooperativa,efectivo
V-02903,2025-02-01,La Pradera,leche,97,litro,2265,Colegio,efectivo
V-02904,2025-03-12,Buenos Aires,maiz,550,kg,2440,Tienda veredal,credito_local
V-02905,2025-09-02,La Pradera,maiz,360,kg,948,Colegio,credito_local
V-02906,2025-04-07,La Pradera,maiz,321,kg,1781,Cooperativa,credito_local
V-02907,2025-03-25,El Roble,sorgo,327,kg,2775,Tienda veredal,credito_local
V-02908,2025-07-23,Buenos Aires,abono_organico,6,bulto,11616,Colegio,transferencia
V-02909,2025-01-22,La Pradera,maiz,173,kg,2776,Mercado municipal,transferencia
V-02910,2025-04-24,El Progreso,leche,83,litro,2095,Restaurante,transferencia
V-02911,2025-08-29,El Roble,queso,52,kg,11845,Familia local,transferencia
V-02912,2025-02-01,Los Guaduales,abono_organico,23,bulto,11921,Familia local,transferencia
V-02913,2025-08-20,El Roble,queso,10,kg,10517,Familia local,credito_local
V-02914,2025-08-24,Buenos Aires,leche,88,litro,2093,Colegio,transferencia
V-02915,2025-05-07,El Roble,sorgo,304,kg,2414,Tienda veredal,efectivo
V-02916,2025-09-01,Los Guaduales,abono_organico,22,bulto,11246,Restaurante,efectivo
V-02917,2025-03-05,La Esperanza,leche,56,litro,1817,Familia local,credito_local
V-02918,2025-01-05,Los Guaduales,leche,157,litro,1856,Mercado municipal,credito_local
