codigo_animal,finca,raza,edad_meses,peso_kg,estado_sanitario,ultima_vacuna,responsable
LA-0352,La Pradera,Jersey,116,439.8,sano,2024-09-01,Marta
LA-0353,La Pradera,Holstein,83,434.7,vacuna_pendiente,2024-07-07,Ana
EL-0354,El Progreso,Criollo,92,506.9,sano,2024-12-29,Paola
LA-0355,La Pradera,Normando,7,489.3,observacion,2024-11-01,Luis
LA-0356,La Pradera,Gyr,99,455.7,observacion,2024-10-07,Paola
LA-0357,La Esperanza,Normando,93,255.9,sano,2024-11-14,Ana
LO-0358,Los Guaduales,Holstein,6,463.3,sano,2024-08-10,Paola
SA-0359,Santa Lucia,Gyr,67,356.3,sano,2024-10-20,Luis
SA-0360,San Miguel,Gyr,62,500.8,sano,2024-07-16,Luis
SA-0361,Santa Lucia,Normando,117,192.3,sano,2024-11-23,Carlos
LA-0362,La Esperanza,Holstein,30,240.9,sano,2024-12-29,Ana
SA-0363,Santa Lucia,Criollo,51,512.0,sano,2024-12-04,Ana
EL-0364,El Progreso,Criollo,33,504.7,sano,2024-12-28,Luis
SA-0365,San Miguel,Jersey,23,341.4,tratamiento,2024-10-21,Paola
SA-0366,Santa Lucia,Jersey,16,492.3,sano,2024-08-17,Ana
BU-0367,Buenos Aires,Normando,37,398.3,sano,2024-12-19,Jorge
LA-0368,La Pradera,Normando,85,455.7,observacion,2024-07-29,Ana
LA-0369,La Esperanza,Jersey,61,482.0,observacion,2024-08-14,Ana
EL-0370,El Roble,Jersey,99,539.0,tratamiento,2024-08-15,Jorge
LA-0371,La Esperanza,Gyr,56,450.6,sano,2024-09-02,Ana
BU-0372,Buenos Aires,Normando,14,428.4,sano,2024-08-10,Marta
SA-0373,San Miguel,Holstein,100,417.4,sano,2024-07-30,Paola
SA-0374,San Miguel,Criollo,18,405.1,vacuna_pendiente,2024-10-17,Jorge
BU-0375,Buenos Aires,Normando,96,462.8,observacion,2024-11-04,Ana
LA-0376,La Pradera,Holstein,8,395.9,sano,2024-07-05,Marta
LA-0377,La Esperanza,Gyr,66,470.1,observacion,2024-09-06,Ana
BU-0378,Buenos Aires,Jersey,117,284.8,tratamiento,2024-11-22,Paola
BU-0379,Buenos Aires,Criollo,49,323.5,tratamiento,2024-07-18,Luis
EL-0380,El Roble,Jersey,23,484.6,sano,2024-07-19,Carlos
LO-0381,Los Guaduales,Holstein,93,383.2,sano,2024-12-05,Paola
BU-0382,Buenos Aires,Normando,24,346.2,sano,2024-08-15,Marta
BU-0383,Buenos Aires,Gyr,102,436.4,vacuna_pendiente,2024-11-26,Luis
SA-0384,San Miguel,Jersey,108,448.5,sano,2024-10-23,Carlos
SA-0385,Santa Lucia,Gyr,67,423.8,observacion,2024-09-24,Ana
SA-0386,San Miguel,Holstein,94,301.4,observacion,2024-07-15,Carlos
LA-0387,La Esperanza,Normando,113,554.2,vacuna_pendiente,2024-09-06,Luis
BU-0388,Buenos Aires,Holstein,104,558.7,observacion,2024-11-22,Jorge
EL-0389,El Roble,Normando,49,490.5,sano,2024-08-20,Paola
BU-0390,Buenos Aires,Holstein,88,485.4,sano,2024-07-17,Marta
EL-0391,El Progreso,Pardo Suizo,70,440.9,sano,2024-09-10,Paola
LA-0392,La Esperanza,Gyr,106,374.2,sano,2024-09-18,Paola
SA-0393,Santa Lucia,Criollo,57,433.2,sano,2024-09-10,Ana
SA-0394,San Miguel,Holstein,71,291.2,sano,2024-07-29,Luis
LO-0395,Los Guaduales,Jersey,19,560.6,sano,2024-12-02,Paola
BU-0396,Buenos Aires,Holstein,109,322.6,tratamiento,2024-10-18,Paola
SA-0397,Santa Lucia,Gyr,75,464.1,sano,2024-08-04,Ana
SA-0398,San Miguel,Jersey,113,524.6,sano,2024-10-05,Ana
LA-0399,La Esperanza,Holstein,8,507.4,tratamiento,2024-11-23,Luis
EL-0400,El Roble,Criollo,59,365.1,sano,2024-11-06,Ana
EL-0401,El Roble,Normando,90,433.9,sano,2024-10-09,Luis
EL-0402,El Roble,Jersey,104,370.5,observacion,2024-12-29,Paola
EL-0403,El Progreso,Criollo,64,571.6,observacion,2024-11-08,Luis
EL-0404,El Progreso,Holstein,103,509.5,sano,2024-07-23,Carlos
EL-0405,El Roble,Holstein,69,358.4,sano,2024-08-19,Marta
LA-0406,La Pradera,Gyr,75,449.9,observacion,2024-11-28,Paola
SA-0407,San Miguel,Criollo,48,433.0,sano,2024-12-15,Paola
SA-0408,Santa Lucia,Gyr,40,593.0,sano,2024-07-29,Jorge
LA-0409,La Esperanza,Pardo Suizo,45,465.8,sano,2024-10-29,Carlos
LA-0410,La Pradera,Criollo,51,276.9,observacion,2024-09-16,Jorge
LA-0411,La Pradera,Jersey,76,413.4,observacion,2024-11-19,Paola
LA-0412,La Esperanza,Holstein,104,361.6,sano,2024-12-09,Ana
LA-0413,La Pradera,Jersey,113,365.2,sano,2024-10-03,Marta
EL-0414,El Progreso,Criollo,87,543.8,sano,2024-07-26,Jorge
LO-0415,Los Guaduales,Jersey,72,429.7,observacion,2024-10-08,Ana
EL-0416,El Progreso,Pardo Suizo,87,580.7,tratamiento,2024-09-14,Marta
SA-0417,San Miguel,Pardo Suizo,52,544.6,sano,2024-12-18,Carlos
LA-0418,La Esperanza,Normando,65,361.8,observacion,2024-10-16,Luis
SA-0419,Santa Lucia,Jersey,96,459.5,sano,2024-09-27,Carlos
LA-0420,La Esperanza,Normando,50,539.4,sano,2024-12-30,Carlos
EL-0421,El Progreso,Holstein,44,287.9,sano,2024-09-13,Carlos
EL-0422,El Roble,Normando,41,522.4,sano,2024-11-24,Luis
SA-0423,Santa Lucia,Jersey,92,337.6,sano,2024-07-10,Marta
BU-0424,Buenos Aires,Criollo,73,423.3,sano,2024-10-21,Paola
LO-0425,Los Guaduales,Jersey,61,504.0,observacion,2024-09-25,Ana
LO-0426,Los Guaduales,Criollo,56,398.3,tratamiento,2024-09-30,Jorge
EL-0427,El Progreso,Gyr,38,456.4,sano,2024-08-13,Marta
EL-0428,El Roble,Gyr,13,418.5,sano,2024-10-06,Jorge
EL-0429,El Roble,Normando,90,198.2,vacuna_pendiente,2024-11-01,Paola
EL-0430,El Progreso,Pardo Suizo,114,394.5,tratamiento,2024-10-15,Paola
LA-0431,La Pradera,Jersey,117,326.8,sano,2024-08-12,Luis
SA-0432,Santa Lucia,Criollo,40,349.9,sano,2024-07-23,Jorge
SA-0433,Santa Lucia,Holstein,82,456.1,sano,2024-10-22,Ana
EL-0434,El Roble,Criollo,37,449.6,sano,2024-12-02,Paola
LO-0435,Los Guaduales,Normando,113,492.9,tratamiento,2024-07-26,Jorge
EL-0436,El Roble,Jersey,14,527.6,sano,2024-08-22,Jorge
LA-0437,La Esperanza,Holstein,13,215.4,observacion,2024-09-10,Paola
EL-0438,El Roble,Criollo,55,464.1,observacion,2024-12-03,Ana
EL-0439,El Progreso,Criollo,31,207.8,sano,2024-07-08,Luis
EL-0440,El Roble,Normando,12,431.5,sano,2024-11-20,Marta
SA-0441,Santa Lucia,Gyr,47,497.4,sano,2024-07-24,Luis
BU-0442,Buenos Aires,Jersey,108,457.9,sano,2024-09-01,Ana
LA-0443,La Pradera,Gyr,93,307.1,sano,2024-07-23,Jorge
LO-0444,Los Guaduales,Normando,68,462.9,sano,2024-11-15,Jorge
EL-0445,El Progreso,Jersey,18,464.2,sano,2024-10-09,Paola
SA-0446,Santa Lucia,Gyr,103,383.2,sano,2024-08-25,Carlos
LO-0447,Los Guaduales,Holstein,74,457.0,sano,2024-09-25,Carlos
EL-0448,El Roble,Gyr,112,368.6,sano,2024-09-14,Jorge
SA-0449,San Miguel,Pardo Suizo,45,375.9,sano,2024-09-26,Carlos
BU-0450,Buenos Aires,Jersey,63,287.8,tratamiento,2024-08-28,Paola
BU-0451,Buenos Aires,Criollo,30,339.8,sano,2024-07-14,Marta
LO-0452,Los Guaduales,Pardo Suizo,40,463.4,sano,2024-11-23,Luis
LA-0453,La Esperanza,Jersey,29,328.2,observacion,2024-08-24,Ana
SA-0454,Santa Lucia,Jersey,66,380.2,tratamiento,2024-10-26,Luis
EL-0455,El Roble,Criollo,49,371.9,sano,2024-12-25,Carlos
SA-0456,Santa Lucia,Pardo Suizo,31,469.5,sano,2024-09-05,Ana
EL-0457,El Roble,Normando,56,398.0,sano,2024-12-02,Carlos
LA-0458,La Esperanza,Jersey,91,559.8,sano,2024-11-29,Ana
BU-0459,Buenos Aires,Criollo,112,388.7,sano,2024-08-07,Paola
EL-0460,El Roble,Normando,21,401.1,tratamiento,2024-10-28,Paola
EL-0461,El Roble,Criollo,76,466.9,sano,2024-11-12,Marta
EL-0462,El Roble,Criollo,65,534.1,sano,2024-08-04,Luis
EL-0463,El Roble,Normando,12,328.7,sano,2024-09-06,Ana
EL-0464,El Roble,Criollo,52,543.5,sano,2024-08-29,Paola
BU-0465,Buenos Aires,Gyr,85,342.0,sano,2024-12-03,Carlos
EL-0466,El Progreso,Gyr,77,373.5,sano,2024-07-06,Jorge
LO-0467,Los Guaduales,Holstein,104,406.8,sano,2024-09-24,Jorge
SA-0468,Santa Lucia,Normando,85,511.8,observacion,2024-12-30,Carlos
LO-0469,Los Guaduales,Pardo Suizo,108,435.4,observacion,2024-08-12,Carlos
SA-0470,Santa Lucia,Jersey,59,463.8,observacion,2024-12-16,Jorge
EL-0471,El Progreso,Normando,112,465.8,sano,2024-10-14,Marta
BU-0472,Buenos Aires,Jersey,44,530.5,observacion,2024-07-07,Paola
LA-0473,La Esperanza,Normando,119,420.8,sano,2024-12-14,Paola
EL-0474,El Roble,Holstein,51,555.4,sano,2024-11-29,Ana
BU-0475,Buenos Aires,Gyr,35,475.3,sano,2024-09-16,Paola
LO-0476,Los Guaduales,Criollo,49,518.5,sano,2024-10-14,Paola
LA-0477,La Pradera,Criollo,86,368.6,sano,2024-11-22,Marta
LA-0478,La Esperanza,Holstein,6,506.6,sano,2024-09-03,Carlos
LO-0479,Los Guaduales,Pardo Suizo,102,428.0,observacion,2024-12-07,Carlos
BU-0480,Buenos Aires,Normando,21,487.5,sano,2024-07-05,Luis
LO-0481,Los Guaduales,Jersey,50,441.5,sano,2024-11-05,Ana
SA-0482,Santa Lucia,Holstein,31,327.0,sano,2024-11-18,Marta
EL-0483,El Progreso,Normando,87,428.2,vacuna_pendiente,2024-08-28,Paola
EL-0484,El Roble,Normando,96,346.4,sano,2024-10-29,Luis
BU-0485,Buenos Aires,Gyr,79,445.0,observacion,2024-07-06,Ana
LA-0486,La Esperanza,Holstein,111,429.6,tratamiento,2024-12-30,Paola
EL-0487,El Roble,Holstein,25,482.1,tratamiento,2024-11-18,Marta
EL-0488,El Roble,Criollo,79,355.8,sano,2024-08-24,Paola
LA-0489,La Esperanza,Jersey,101,454.0,sano,2024-10-09,Jorge
BU-0490,Buenos Aires,Jersey,47,431.8,vacuna_pendiente,2024-08-03,Carlos
BU-0491,Buenos Aires,Gyr,30,291.7,tratamiento,2024-07-26,Luis
EL-0492,El Progreso,Gyr,111,325.0,sano,2024-08-22,Carlos
LO-0493,Los Guaduales,Gyr,113,433.1,sano,2024-10-19,Paola
EL-0494,El Roble,Jersey,34,395.1,sano,2024-08-21,Ana
SA-0495,Santa Lucia,Criollo,79,420.6,sano,2024-10-14,Carlos
BU-0496,Buenos Aires,Gyr,71,400.4,sano,2024-07-29,Luis
LA-0497,La Pradera,Normando,58,469.3,vacuna_pendiente,2024-08-06,Ana
SA-0498,Santa Lucia,Gyr,111,389.1,sano,2024-07-23,Paola
SA-0499,San Miguel,Pardo Suizo,102,501.8,sano,2024-09-21,Carlos
EL-0500,El Roble,Normando,42,313.6,sano,2024-11-08,Ana
SA-0501,San Miguel,Jersey,38,423.1,sano,2024-09-26,Carlos
SA-0502,Santa Lucia,Pardo Suizo,26,506.5,sano,2024-07-31,Jorge
BU-0503,Buenos Aires,Gyr,92,534.9,sano,2024-10-20,Luis
EL-0504,El Progreso,Pardo Suizo,113,406.0,sano,2024-09-07,Carlos
BU-0505,Buenos Aires,Jersey,109,521.5,sano,2024-12-12,Luis
BU-0506,Buenos Aires,Criollo,103,430.7,observacion,2024-12-11,Jorge
SA-0507,Santa Lucia,Jersey,55,437.4,sano,2024-10-15,Paola
LO-0508,Los Guaduales,Pardo Suizo,31,513.2,observacion,2024-08-04,Jorge
EL-0509,El Roble,Jersey,66,459.3,vacuna_pendiente,2024-09-19,Luis
LO-0510,Los Guaduales,Gyr,95,508.3,sano,2024-12-30,Ana
LA-0511,La Pradera,Normando,89,354.1,sano,2024-09-09,Paola
LA-0512,La Pradera,Holstein,77,442.8,sano,2024-08-17,Luis
EL-0513,El Progreso,Criollo,7,384.3,vacuna_pendiente,2024-12-17,Luis
LO-0514,Los Guaduales,Gyr,10,395.8,sano,2024-12-25,Luis
LO-0515,Los Guaduales,Criollo,59,573.1,observacion,2024-11-07,Luis
EL-0516,El Roble,Criollo,85,374.2,sano,2024-12-09,Ana
BU-0517,Buenos Aires,Pardo Suizo,30,400.6,vacuna_pendiente,2024-11-30,Jorge
LA-0518,La Esperanza,Normando,35,493.2,vacuna_pendiente,2024-10-23,Jorge
LO-0519,Los Guaduales,Gyr,24,508.1,sano,2024-10-27,Ana
LO-0520,Los Guaduales,Pardo Suizo,61,528.2,vacuna_pendiente,2024-11-25,Luis
EL-0521,El Roble,Holstein,49,467.5,sano,2024-10-06,Carlos
LA-0522,La Pradera,Holstein,109,361.8,observacion,2024-07-14,Luis
SA-0523,Santa Lucia,Gyr,65,324.2,sano,2024-11-12,Paola
SA-0524,Santa Lucia,Gyr,59,461.5,sano,2024-11-16,Jorge
LA-0525,La Esperanza,Gyr,80,406.5,tratamiento,2024-11-11,Paola
LO-0526,Los Guaduales,Holstein,75,477.1,vacuna_pendiente,2024-10-07,Carlos
LA-0527,La Pradera,Normando,94,226.8,sano,2024-07-05,Jorge
EL-0528,El Progreso,Criollo,75,501.0,sano,2024-08-23,Luis
SA-0529,Santa Lucia,Criollo,58,333.7,sano,2024-12-20,Ana
SA-0530,San Miguel,Holstein,9,400.1,sano,2024-10-04,Marta
SA-0531,San Miguel,Normando,15,600.9,sano,2024-09-24,Carlos
SA-0532,Santa Lucia,Gyr,41,291.7,sano,2024-08-30,Luis
LA-0533,La Esperanza,Holstein,64,429.5,observacion,2024-07-30,Carlos
LO-0534,Los Guaduales,Normando,95,543.9,sano,2024-10-04,Carlos
SA-0535,Santa Lucia,Holstein,104,391.5,sano,2024-10-02,Ana
LA-0536,La Pradera,Gyr,9,448.9,sano,2024-12-12,Paola
EL-0537,El Roble,Criollo,113,268.2,observacion,2024-10-27,Jorge
LA-0538,La Esperanza,Normando,115,458.9,sano,2024-08-30,Luis
SA-0539,San Miguel,Pardo Suizo,91,476.0,vacuna_pendiente,2024-11-09,Carlos
LA-0540,La Esperanza,Pardo Suizo,49,326.7,sano,2024-07-18,Ana
EL-0541,El Roble,Gyr,21,374.5,sano,2024-09-29,Luis
SA-0542,San Miguel,Gyr,48,334.3,sano,2024-08-09,Jorge
LO-0543,Los Guaduales,Jersey,103,392.5,observacion,2024-11-28,Luis
SA-0544,San Miguel,Jersey,40,417.5,vacuna_pendiente,2024-07-15,Marta
SA-0545,Santa Lucia,Pardo Suizo,30,533.5,sano,2024-08-10,Paola
LA-0546,La Pradera,Jersey,78,490.6,sano,2024-08-17,Carlos
EL-0547,El Progreso,Normando,109,398.2,sano,2024-10-25,Jorge
EL-0548,El Roble,Holstein,51,292.4,observacion,2024-08-31,Luis
BU-0549,Buenos Aires,Gyr,81,340.6,sano,2024-07-08,Luis
BU-0550,Buenos Aires,Jersey,99,547.5,sano,2024-11-26,Ana
SA-0551,Santa Lucia,Normando,59,468.4,observacion,2024-08-09,Marta
LA-0552,La Esperanza,Jersey,98,546.6,sano,2024-10-16,Carlos
LO-0553,Los Guaduales,Normando,84,481.2,sano,2024-12-03,Ana
EL-0554,El Roble,Gyr,15,412.4,observacion,2024-07-26,Paola
EL-0555,El Roble,Holstein,86,458.4,sano,2024-10-02,Jorge
SA-0556,San Miguel,Gyr,49,450.7,sano,2024-12-09,Jorge
SA-0557,Santa Lucia,Normando,38,513.8,tratamiento,2024-10-13,Jorge
SA-0558,Santa Lucia,Jersey,75,313.8,vacuna_pendiente,2024-10-18,Marta
SA-0559,San Miguel,Jersey,11,541.8,observacion,2024-09-26,Luis
BU-0560,Buenos Aires,Criollo,37,357.9,vacuna_pendiente,2024-08-08,Marta
SA-0561,Santa Lucia,Jersey,72,251.1,sano,2024-08-22,Carlos
LO-0562,Los Guaduales,Gyr,63,303.8,sano,2024-12-01,Marta
SA-0563,Santa Lucia,Jersey,8,469.4,sano,2024-10-15,Carlos
LA-0564,La Pradera,Jersey,38,314.4,tratamiento,2024-07-06,Paola
SA-0565,San Miguel,Pardo Suizo,16,349.8,sano,2024-09-01,Jorge
LA-0566,La Esperanza,Holstein,25,465.6,observacion,2024-09-26,Paola
BU-0567,Buenos Aires,Jersey,41,471.6,sano,2024-11-18,Marta
BU-0568,Buenos Aires,Jersey,120,504.4,observacion,2024-09-09,Marta
EL-0569,El Roble,Jersey,84,467.3,sano,2024-08-05,Jorge
LA-0570,La Esperanza,Holstein,100,276.0,observacion,2024-10-06,Jorge
SA-0571,San Miguel,Normando,105,372.2,sano,2024-10-30,Jorge
SA-0572,San Miguel,Jersey,10,345.8,sano,2024-12-16,Jorge
SA-0573,San Miguel,Jersey,59,250.6,observacion,2024-08-22,Ana
LA-0574,La Esperanza,Jersey,22,554.4,tratamiento,2024-09-27,Carlos
LA-0575,La Esperanza,Pardo Suizo,46,319.8,sano,2024-10-02,Jorge
LA-0576,La Esperanza,Normando,46,355.0,observacion,2024-09-15,Jorge
BU-0577,Buenos Aires,Pardo Suizo,36,399.4,observacion,2024-11-12,Jorge
LA-0578,La Pradera,Criollo,33,573.6,sano,2024-11-10,Jorge
BU-0579,Buenos Aires,Jersey,38,358.7,sano,2024-08-23,Paola
EL-0580,El Roble,Holstein,40,426.1,sano,2024-10-18,Carlos
EL-0581,El Roble,Pardo Suizo,34,454.6,vacuna_pendiente,2024-10-10,Paola
EL-0582,El Progreso,Jersey,47,387.6,sano,2024-11-14,Luis
EL-0583,El Progreso,Criollo,92,582.2,sano,2024-10-27,Marta
EL-0584,El Roble,Criollo,110,471.0,sano,2024-08-30,Ana
BU-0585,Buenos Aires,Gyr,83,513.1,sano,2024-08-28,Ana
LO-0586,Los Guaduales,Jersey,40,337.9,sano,2024-09-01,Jorge
SA-0587,Santa Lucia,Holstein,48,409.6,observacion,2024-10-25,Paola
BU-0588,Buenos Aires,Gyr,94,482.4,sano,2024-07-22,Carlos
SA-0589,San Miguel,Holstein,91,304.7,observacion,2024-07-28,Paola
SA-0590,Santa Lucia,Normando,103,412.3,vacuna_pendiente,2024-11-01,Jorge
LA-0591,La Esperanza,Criollo,51,399.9,sano,2024-12-18,Paola
SA-0592,Santa Lucia,Normando,16,423.4,observacion,2024-07-25,Carlos
LO-0593,Los Guaduales,Jersey,86,460.0,sano,2024-10-06,Luis
BU-0594,Buenos Aires,Jersey,21,301.1,sano,2024-10-12,Ana
LO-0595,Los Guaduales,Normando,56,353.2,sano,2024-09-29,Paola
LA-0596,La Esperanza,Normando,85,357.4,sano,2024-08-05,Jorge
SA-0597,San Miguel,Normando,119,394.9,sano,2024-10-30,Jorge
SA-0598,Santa Lucia,Pardo Suizo,34,341.3,sano,2024-12-30,Paola
BU-0599,Buenos Aires,Normando,88,439.2,sano,2024-07-13,Paola
SA-0600,Santa Lucia,Holstein,48,462.2,sano,2024-09-20,Ana
EL-0601,El Roble,Pardo Suizo,54,377.0,sano,2024-07-29,Carlos
LO-0602,Los Guaduales,Criollo,16,383.8,observacion,2024-09-23,Ana
BU-0603,Buenos Aires,Normando,105,440.7,tratamiento,2024-08-23,Jorge
LO-0604,Los Guaduales,Normando,42,427.9,sano,2024-11-02,Luis
SA-0605,Santa Lucia,Holstein,105,454.9,sano,2024-08-22,Marta
EL-0606,El Progreso,Gyr,71,341.7,sano,2024-09-02,Luis
LO-0607,Los Guaduales,Normando,7,624.1,sano,2024-10-19,Ana
SA-0608,Santa Lucia,Criollo,30,492.3,sano,2024-07-16,Paola
LO-0609,Los Guaduales,Jersey,54,434.2,vacuna_pendiente,2024-09-15,Jorge
BU-0610,Buenos Aires,Gyr,111,326.5,sano,2024-10-23,Paola
LO-0611,Los Guaduales,Holstein,72,338.4,sano,2024-09-01,Jorge
SA-0612,Santa Lucia,Gyr,59,528.5,vacuna_pendiente,2024-07-27,Marta
LO-0613,Los Guaduales,Criollo,18,395.5,tratamiento,2024-08-14,Ana
LO-0614,Los Guaduales,Pardo Suizo,14,523.9,sano,2024-12-05,Jorge
SA-0615,Santa Lucia,Normando,104,315.0,sano,2024-09-03,Carlos
LA-0616,La Esperanza,Holstein,52,374.8,sano,2024-11-20,Ana
SA-0617,San Miguel,Jersey,52,540.7,sano,2024-08-02,Luis
SA-0618,San Miguel,Gyr,46,375.5,observacion,2024-12-11,Carlos
LO-0619,Los Guaduales,Criollo,75,468.6,sano,2024-08-14,Carlos
EL-0620,El Progreso,Pardo Suizo,15,719.3,sano,2024-08-27,Luis
BU-0621,Buenos Aires,Gyr,117,437.4,sano,2024-08-25,Ana
LA-0622,La Pradera,Holstein,55,409.9,sano,2024-08-06,Ana
LA-0623,La Pradera,Criollo,37,405.5,sano,2024-12-05,Marta
EL-0624,El Progreso,Gyr,93,381.2,vacuna_pendiente,2024-10-09,Luis
LA-0625,La Pradera,Criollo,52,427.3,tratamiento,2024-08-21,Ana
EL-0626,El Roble,Gyr,86,363.9,sano,2024-10-12,Ana
LA-0627,La Esperanza,Holstein,83,479.1,sano,2024-11-15,Ana
SA-0628,Santa Lucia,Jersey,42,414.0,sano,2024-09-25,Paola
LO-0629,Los Guaduales,Holstein,60,343.6,sano,2024-11-12,Carlos
EL-0630,El Progreso,Holstein,11,392.7,tratamiento,2024-08-09,Carlos
LO-0631,Los Guaduales,Pardo Suizo,59,469.4,sano,2024-12-03,Marta
LO-0632,Los Guaduales,Gyr,46,535.3,observacion,2024-10-30,Marta
SA-0633,San Miguel,Pardo Suizo,107,559.5,sano,2024-09-11,Paola
LA-0634,La Pradera,Normando,57,572.7,sano,2024-07-05,Marta
SA-0635,Santa Lucia,Jersey,68,470.6,observacion,2024-08-11,Marta
EL-0636,El Roble,Holstein,82,523.7,sano,2024-12-18,Paola
EL-0637,El Progreso,Criollo,98,422.1,sano,2024-08-29,Ana
EL-0638,El Progreso,Holstein,41,307.2,vacuna_pendiente,2024-12-13,Jorge
LO-0639,Los Guaduales,Pardo Suizo,113,430.5,sano,2024-11-24,Carlos
LA-0640,La Pradera,Criollo,88,383.5,sano,2024-12-20,Paola
EL-0641,El Progreso,Criollo,37,495.9,sano,2024-12-25,Carlos
EL-0642,El Roble,Normando,88,344.4,sano,2024-12-28,Luis
EL-0643,El Roble,Jersey,104,431.9,sano,2024-10-29,Paola
EL-0644,El Roble,Criollo,18,270.9,sano,2024-08-02,Marta
LO-0645,Los Guaduales,Normando,102,407.6,sano,2024-12-19,Paola
EL-0646,El Progreso,Jersey,66,435.3,observacion,2024-12-17,Carlos
LO-0647,Los Guaduales,Holstein,84,457.3,sano,2024-09-30,Marta
LA-0648,La Pradera,Criollo,60,399.7,sano,2024-11-05,Marta
LA-0649,La Esperanza,Normando,99,369.7,tratamiento,2024-10-24,Luis
SA-0650,Santa Lucia,Normando,8,286.5,sano,2024-09-07,Luis
EL-0651,El Roble,Gyr,13,474.6,observacion,2024-10-15,Marta
LA-0652,La Esperanza,Gyr,80,451.3,tratamiento,2024-12-10,Jorge
SA-0653,Santa Lucia,Gyr,42,359.9,sano,2024-07-30,Paola
LA-0654,La Esperanza,Holstein,60,378.2,sano,2024-09-06,Luis
LA-0655,La Pradera,Normando,81,330.9,observacion,2024-11-02,Jorge
EL-0656,El Progreso,Normando,37,441.9,sano,2024-10-31,Luis
SA-0657,Santa Lucia,Jersey,76,290.5,sano,2024-07-27,Luis
BU-0658,Buenos Aires,Holstein,48,535.6,sano,2024-11-25,Paola
SA-0659,Santa Lucia,Jersey,66,481.3,sano,2024-09-27,Luis
SA-0660,Santa Lucia,Normando,72,360.4,sano,2024-12-06,Ana
BU-0661,Buenos Aires,Jersey,116,546.7,sano,2024-12-25,Jorge
LO-0662,Los Guaduales,Normando,118,424.8,sano,2024-08-13,Ana
BU-0663,Buenos Aires,Holstein,7,367.8,sano,2024-09-03,Luis
EL-0664,El Roble,Gyr,46,390.8,sano,2024-08-14,Luis
LO-0665,Los Guaduales,Jersey,109,392.7,observacion,2024-11-22,Carlos
BU-0666,Buenos Aires,Criollo,31,476.8,observacion,2024-09-23,Marta
LA-0667,La Pradera,Normando,77,341.0,vacuna_pendiente,2024-12-15,Luis
SA-0668,Santa Lucia,Holstein,45,391.4,sano,2024-11-17,Paola
LA-0669,La Pradera,Jersey,15,490.5,sano,2024-07-28,Jorge
SA-0670,Santa Lucia,Holstein,31,338.6,tratamiento,2024-08-30,Carlos
SA-0671,San Miguel,Holstein,112,527.6,sano,2024-11-15,Paola
LO-0672,Los Guaduales,Normando,71,278.6,sano,2024-09-06,Marta
LA-0673,La Pradera,Holstein,66,448.9,sano,2024-12-31,Marta
LO-0674,Los Guaduales,Criollo,114,389.5,sano,2024-09-01,Ana
BU-0675,Buenos Aires,Pardo Suizo,116,383.0,observacion,2024-10-19,Marta
EL-0676,El Roble,Jersey,87,351.3,vacuna_pendiente,2024-11-30,Ana
EL-0677,El Roble,Jersey,61,298.5,sano,2024-09-04,Carlos
SA-0678,San Miguel,Gyr,100,489.3,vacuna_pendiente,2024-12-29,Ana
LA-0679,La Pradera,Normando,32,418.8,vacuna_pendiente,2024-09-05,Paola
BU-0680,Buenos Aires,Criollo,120,424.3,sano,2024-12-27,Carlos
EL-0681,El Roble,Holstein,116,531.7,sano,2024-08-28,Carlos
EL-0682,El Progreso,Criollo,83,275.9,sano,2024-12-23,Ana
LO-0683,Los Guaduales,Holstein,23,386.5,sano,2024-10-09,Marta
EL-0684,El Roble,Jersey,106,553.3,sano,2024-12-20,Carlos
SA-0685,San Miguel,Gyr,82,372.4,sano,2024-12-11,Jorge
SA-0686,San Miguel,Gyr,94,329.2,sano,2024-09-07,Jorge
LA-0687,La Pradera,Criollo,35,424.5,vacuna_pendiente,2024-07-05,Ana
SA-0688,Santa Lucia,Normando,95,336.3,sano,2024-08-12,Paola
SA-0689,Santa Lucia,Pardo Suizo,44,357.3,sano,2024-10-08,Jorge
LA-0690,La Esperanza,Pardo Suizo,65,320.7,sano,2024-07-14,Carlos
EL-0691,El Progreso,Gyr,21,420.7,sano,2024-07-17,Marta
SA-0692,Santa Lucia,Pardo Suizo,12,461.6,sano,2024-11-06,Luis
EL-0693,El Roble,Jersey,42,306.2,sano,2024-08-11,Carlos
EL-0694,El Progreso,Pardo Suizo,74,481.9,sano,2024-07-13,Marta
SA-0695,Santa Lucia,Pardo Suizo,35,370.5,vacuna_pendiente,2024-11-23,Marta
SA-0696,Santa Lucia,Normando,36,273.5,sano,2024-08-02,Marta
EL-0697,El Roble,Pardo Suizo,100,374.6,sano,2024-08-29,Ana
EL-0698,El Progreso,Criollo,83,449.8,sano,2024-12-02,Paola
EL-0699,El Progreso,Gyr,78,355.7,sano,2024-08-27,Marta
LA-0700,La Esperanza,Jersey,40,445.0,sano,2024-10-17,Carlos
BU-0701,Buenos Aires,Holstein,52,419.8,sano,2024-07-11,Carlos
LA-0702,La Esperanza,Normando,81,331.5,sano,2024-08-31,Ana
LO-0703,Los Guaduales,Criollo,18,416.9,sano,2024-09-01,Ana
LA-0704,La Esperanza,Pardo Suizo,116,379.9,observacion,2024-12-26,Ana
