id_registro,fecha,finca,codigo_animal,turno,litros,temperatura_c,observacion,tecnico
L-02180,2025-04-30,Santa Lucia,LA-1334,manana,9.42,22.3,lluvia fuerte,Jorge
L-02181,2025-01-23,Buenos Aires,LA-1026,tarde,16.57,17.8,dato estimado,Jorge
L-02182,2025-12-14,Buenos Aires,LO-1082,manana,12.01,32.7,normal,Marta
L-02183,2025-08-11,Los Guaduales,EL-1468,manana,13.46,30.3,lluvia fuerte,Ana
L-02184,2025-10-23,Santa Lucia,LA-2043,manana,12.76,27.1,revisar vacuna,Luis
L-02185,2025-03-11,El Roble,EL-0983,tarde,9.18,19.6,lluvia fuerte,Marta
L-02186,2025-10-17,Buenos Aires,BU-1002,manana,13.23,19.7,revisar vacuna,Ana
L-02187,2025-03-04,El Progreso,EL-0233,manana,8.79,21.9,sin novedad,Ana
L-02188,2025-03-12,El Roble,LO-1407,tarde,9.32,22.9,animal en control,Jorge
L-02189,2025-10-05,Los Guaduales,LO-0880,manana,11.29,23.5,normal,Ana
L-02190,2025-12-25,El Progreso,SA-0745,tarde,2.81,25.9,dato estimado,Luis
L-02191,2025-08-04,La Pradera,BU-1483,manana,8.25,21.3,baja alimentacion,Paola
L-02192,2025-12-01,Los Guaduales,EL-1123,manana,11.05,20.7,baja alimentacion,Marta
L-02193,2025-12-19,San Miguel,BU-0843,manana,14.56,28.7,sin novedad,Jorge
L-02194,2025-10-10,Santa Lucia,SA-2459,manana,12.11,21.1,normal,Ana
L-02195,2025-09-05,San Miguel,LA-1440,manana,9.41,19.2,normal,Ana
L-02196,2025-10-28,Los Guaduales,SA-1550,tarde,12.15,31.3,baja alimentacion,Carlos
L-02197,2025-10-14,El Progreso,EL-0541,tarde,10.35,26.1,revisar vacuna,Luis
L-02198,2025-05-23,El Roble,EL-1326,tarde,14.33,20.6,sin novedad,Carlos
L-02199,2025-04-15,La Esperanza,LA-0135,tarde,12.79,17.6,animal en control,Marta
L-02200,2025-11-12,La Esperanza,BU-0621,manana,7.82,21.2,lluvia fuerte,Ana
L-02201,2025-03-03,Santa Lucia,EL-2457,manana,3.54,23.8,revisar vacuna,Luis
L-02202,2025-04-26,El Progreso,LA-0410,manana,8.83,18.2,revisar vacuna,Carlos
L-02203,2025-10-09,La Pradera,LA-1332,manana,11.21,33.6,sin novedad,Jorge
L-02204,2025-09-01,La Pradera,SA-0734,manana,10.6,33.3,sin novedad,Carlos
L-02205,2025-03-18,Los Guaduales,BU-0977,manana,3.82,20.9,baja alimentacion,Marta
L-02206,2025-07-06,Santa Lucia,LO-0949,tarde,13.56,30.8,baja alimentacion,Luis
L-02207,2025-05-26,La Pradera,SA-2202,tarde,9.72,21.9,lluvia fuerte,Carlos
L-02208,2025-07-05,Los Guaduales,LO-0067,tarde,5.36,31.8,baja alimentacion,Jorge
L-02209,2025-10-27,La Pradera,EL-0582,tarde,10.01,24.5,normal,Luis
L-02210,2025-10-06,Los Guaduales,EL-1423,tarde,13.83,23.7,dato estimado,Luis
L-02211,2025-02-05,Santa Lucia,LA-2429,tarde,10.25,20.2,revisar vacuna,Carlos
L-02212,2025-11-09,La Esperanza,LO-1614,tarde,12.01,23.3,baja alimentacion,Marta
L-02213,2025-04-08,San Miguel,LA-1551,tarde,10.57,24.7,lluvia fuerte,Jorge
L-02214,2025-11-07,Buenos Aires,LA-1569,tarde,12.04,25.7,revisar vacuna,Carlos
L-02215,2025-01-04,La Pradera,BU-0239,tarde,12.49,29.7,sin novedad,Paola
L-02216,2025-01-11,El Progreso,BU-0986,tarde,2.86,18.8,animal en control,Ana
L-02217,2025-01-16,El Roble,EL-1080,tarde,14.56,17.7,baja alimentacion,Carlos
L-02218,2025-01-06,El Progreso,LA-1569,manana,7.53,25.7,lluvia fuerte,Carlos
L-02219,2025-05-01,El Roble,LA-0399,manana,9.67,21.6,dato estimado,Paola
L-02220,2025-07-08,El Roble,BU-1011,tarde,8.87,30.4,revisar vacuna,Carlos
L-02221,2025-10-21,Santa Lucia,LA-1823,tarde,8.37,25.8,baja alimentacion,Jorge
L-02222,2025-07-13,El Progreso,SA-2273,tarde,10.13,33.7,revisar vacuna,Ana
L-02223,2025-04-05,La Esperanza,BU-2283,manana,10.24,20.8,revisar vacuna,Ana
L-02224,2025-09-22,El Progreso,SA-1133,tarde,13.26,23.8,lluvia fuerte,Jorge
L-02225,2025-12-30,La Esperanza,EL-2065,manana,8.07,22.7,revisar vacuna,Paola
L-02226,2025-08-16,Los Guaduales,LA-2217,manana,7.5,31.9,lluvia fuerte,Jorge
L-02227,2025-01-25,Buenos Aires,LA-1881,manana,16.52,18.9,sin novedad,Paola
L-02228,2025-09-21,Santa Lucia,LO-1486,tarde,11.9,30.4,normal,Luis
L-02229,2025-02-01,San Miguel,EL-0994,tarde,7.32,28.5,normal,Marta
L-02230,2025-10-05,La Esperanza,LO-1909,tarde,9.61,29.3,animal en control,Ana
L-02231,2025-12-27,Los Guaduales,SA-0407,tarde,9.88,26.4,lluvia fuerte,Marta
L-02232,2025-08-07,El Roble,SA-0470,manana,5.55,31.2,dato estimado,Marta
L-02233,2025-12-11,El Roble,LA-0078,manana,13.06,21.7,revisar vacuna,Carlos
L-02234,2025-02-16,Buenos Aires,SA-0565,tarde,11.52,28.1,baja alimentacion,Luis
L-02235,2025-07-23,San Miguel,EL-0416,manana,11.33,23.4,baja alimentacion,Luis
L-02236,2025-09-18,La Esperanza,LA-2461,tarde,6.72,17.1,revisar vacuna,Jorge
L-02237,2025-01-07,San Miguel,BU-2143,manana,11.2,30.3,animal en control,Paola
L-02238,2025-09-05,Santa Lucia,EL-0190,tarde,10.52,23.9,normal,Paola
L-02239,2025-03-05,El Progreso,LO-1973,tarde,7.66,26.9,normal,Luis
L-02240,2025-05-17,La Esperanza,SA-2008,manana,10.31,18.7,lluvia fuerte,Jorge
L-02241,2025-03-05,El Roble,BU-0189,manana,15.82,22.3,dato estimado,Paola
L-02242,2025-09-21,El Progreso,SA-0249,tarde,10.42,21.9,revisar vacuna,Jorge
L-02243,2025-09-07,Santa Lucia,LA-0858,manana,11.48,26.4,normal,Marta
L-02244,2025-08-24,El Progreso,LA-0849,tarde,9.75,19.9,lluvia fuerte,Carlos
L-02245,2025-03-02,La Esperanza,LA-0032,manana,10.61,33.9,dato estimado,Ana
L-02246,2025-12-17,Buenos Aires,EL-1155,manana,12.94,32.9,normal,Marta
L-02247,2025-12-04,San Miguel,EL-1467,manana,12.17,18.4,sin novedad,Jorge
L-02248,2025-01-23,El Roble,LA-0376,manana,9.55,28.8,normal,Marta
L-02249,2025-11-24,Buenos Aires,SA-0163,manana,8.56,22.2,lluvia fuerte,Carlos
L-02250,2025-11-17,El Progreso,LO-2404,tarde,12.72,27.9,sin novedad,Jorge
L-02251,2025-04-22,Buenos Aires,EL-0328,manana,9.0,32.3,baja alimentacion,Ana
L-02252,2025-07-03,La Pradera,SA-0559,manana,12.95,18.1,baja alimentacion,Paola
L-02253,2025-07-28,San Miguel,LA-1757,tarde,15.5,26.0,baja alimentacion,Marta
L-02254,2025-11-25,Buenos Aires,SA-1404,manana,11.76,19.9,lluvia fuerte,Marta
L-02255,2025-10-05,Santa Lucia,SA-1023,manana,10.62,28.9,baja alimentacion,Paola
L-02256,2025-05-30,La Esperanza,SA-0846,tarde,6.77,24.5,lluvia fuerte,Paola
L-02257,2025-04-09,Buenos Aires,BU-0827,tarde,15.69,29.7,revisar vacuna,Luis
L-02258,2025-08-16,El Roble,LA-1449,manana,13.33,27.9,animal en control,Ana
L-02259,2025-11-06,La Pradera,EL-0494,tarde,6.34,26.9,normal,Luis
L-02260,2025-12-22,La Esperanza,SA-2344,tarde,13.82,22.7,revisar vacuna,Jorge
L-02261,2025-11-29,El Progreso,LA-2001,manana,13.73,32.6,sin novedad,Jorge
L-02262,2025-02-20,La Pradera,SA-1684,tarde,9.51,32.2,dato estimado,Marta
L-02263,2025-01-30,La Esperanza,EL-0295,tarde,1.45,32.2,sin novedad,Ana
L-02264,2025-05-09,San Miguel,EL-1199,manana,8.7,25.7,sin novedad,Ana
L-02265,2025-10-15,San Miguel,SA-0441,manana,19.42,27.1,lluvia fuerte,Marta
L-02266,2025-02-20,San Miguel,SA-2338,manana,6.53,29.5,revisar vacuna,Carlos
L-02267,2025-11-07,Los Guaduales,EL-0402,tarde,3.73,18.0,revisar vacuna,Paola
L-02268,2025-01-30,Los Guaduales,LO-0928,tarde,13.09,17.5,baja alimentacion,Marta
L-02269,2025-07-17,La Esperanza,LA-0779,tarde,6.92,20.5,animal en control,Carlos
L-02270,2025-03-27,El Roble,SA-1761,tarde,7.42,31.8,animal en control,Luis
L-02271,2025-06-15,Los Guaduales,SA-2391,tarde,12.25,27.0,baja alimentacion,Carlos
L-02272,2025-08-02,La Pradera,LA-0511,manana,9.3,32.3,normal,Paola
L-02273,2025-07-02,El Progreso,LA-0700,tarde,11.6,29.6,sin novedad,Jorge
L-02274,2025-07-25,Los Guaduales,LO-0729,manana,14.45,25.9,sin novedad,Luis
L-02275,2025-09-01,La Esperanza,EL-2277,manana,9.28,20.1,lluvia fuerte,Paola
L-02276,2025-12-28,La Esperanza,BU-1098,tarde,7.49,26.5,revisar vacuna,Luis
L-02277,2025-12-03,Buenos Aires,SA-2359,manana,11.85,30.4,animal en control,Marta
L-02278,2025-08-21,El Roble,EL-0154,manana,7.5,18.4,lluvia fuerte,Marta
L-02279,2025-11-25,Los Guaduales,LA-2225,tarde,18.52,31.5,dato estimado,Carlos
L-02280,2025-12-04,Santa Lucia,LA-1616,tarde,12.04,25.8,sin novedad,Jorge
L-02281,2025-11-19,La Esperanza,LO-1193,tarde,16.16,24.6,revisar vacuna,Ana
L-02282,2025-05-19,El Roble,EL-0638,tarde,12.5,21.4,animal en control,Paola
L-02283,2025-01-30,El Progreso,EL-0427,manana,10.97,23.2,normal,Jorge
L-02284,2025-03-27,Santa Lucia,SA-1196,manana,9.38,26.8,sin novedad,Luis
L-02285,2025-01-12,La Esperanza,SA-0688,manana,1.28,32.3,baja alimentacion,Paola
L-02286,2025-08-15,El Roble,BU-2315,manana,14.12,21.8,revisar vacuna,Luis
L-02287,2025-07-18,Buenos Aires,EL-1821,manana,14.09,27.6,revisar vacuna,Ana
L-02288,2025-03-07,Los Guaduales,LA-1504,manana,9.84,21.1,normal,Jorge
L-02289,2025-03-07,Buenos Aires,LA-0908,manana,13.91,33.7,sin novedad,Carlos
L-02290,2025-11-26,Los Guaduales,EL-1412,manana,6.55,33.6,revisar vacuna,Carlos
L-02291,2025-05-07,San Miguel,EL-1836,manana,12.25,26.3,animal en control,Marta
L-02292,2025-03-06,El Progreso,LA-1089,manana,12.76,18.5,revisar vacuna,Luis
L-02293,2025-02-08,San Miguel,EL-2155,manana,10.06,25.0,baja alimentacion,Carlos
L-02294,2025-08-20,San Miguel,EL-1109,manana,19.13,30.9,revisar vacuna,Paola
L-02295,2025-01-24,Buenos Aires,BU-0936,manana,8.43,28.3,sin novedad,Ana
L-02296,2025-11-30,Buenos Aires,SA-1686,manana,3.14,31.5,baja alimentacion,Luis
L-02297,2025-12-26,La Esperanza,LA-1823,manana,5.8,30.6,sin novedad,Jorge
L-02298,2025-10-17,Buenos Aires,SA-0834,manana,7.44,30.3,revisar vacuna,Carlos
L-02299,2025-04-29,El Progreso,EL-1394,tarde,8.82,31.3,revisar vacuna,Jorge
L-02300,2025-06-14,El Progreso,LA-1400,tarde,8.31,31.1,baja alimentacion,Jorge
L-02301,2025-04-24,El Roble,EL-2470,tarde,11.39,33.6,baja alimentacion,Marta
L-02302,2025-11-25,El Roble,LA-1334,tarde,14.48,30.1,dato estimado,Luis
L-02303,2025-01-19,La Pradera,SA-1726,manana,10.14,33.7,lluvia fuerte,Marta
L-02304,2025-07-06,Los Guaduales,BU-0223,tarde,11.05,19.1,baja alimentacion,Marta
L-02305,2025-06-22,Santa Lucia,SA-1809,manana,11.17,29.9,lluvia fuerte,Jorge
L-02306,2025-08-19,El Progreso,BU-0921,manana,8.91,17.7,baja alimentacion,Marta
L-02307,2025-01-08,La Pradera,LA-1822,tarde,10.53,30.4,sin novedad,Luis
L-02308,2025-03-30,Los Guaduales,SA-1174,manana,13.63,18.3,revisar vacuna,Jorge
L-02309,2025-08-06,Santa Lucia,SA-2032,tarde,13.6,23.9,baja alimentacion,Jorge
L-02310,2025-10-26,El Progreso,SA-0322,tarde,7.6,33.1,normal,Ana
L-02311,2025-04-21,Los Guaduales,LO-2351,manana,7.69,22.7,lluvia fuerte,Luis
L-02312,2025-09-20,Santa Lucia,EL-0644,manana,8.45,31.8,lluvia fuerte,Paola
L-02313,2025-05-12,Los Guaduales,EL-2128,tarde,16.35,26.7,normal,Jorge
L-02314,2025-03-16,San Miguel,SA-1999,manana,10.84,31.1,normal,Marta
L-02315,2025-10-12,El Progreso,LA-0031,manana,11.51,31.9,sin novedad,Carlos
L-02316,2025-09-10,San Miguel,SA-2028,manana,12.77,33.3,sin novedad,Jorge
L-02317,2025-05-11,Santa Lucia,EL-2454,manana,6.91,29.0,sin novedad,Ana
L-02318,2025-12-30,Santa Lucia,EL-1813,tarde,10.88,29.4,lluvia fuerte,Ana
L-02319,2025-05-26,La Pradera,SA-1653,manana,11.92,23.7,baja alimentacion,Carlos
L-02320,2025-05-31,Santa Lucia,EL-0347,tarde,14.18,19.9,lluvia fuerte,Marta
L-02321,2025-04-25,Buenos Aires,BU-0505,tarde,16.14,20.6,baja alimentacion,Carlos
L-02322,2025-08-06,Los Guaduales,SA-1473,manana,7.55,33.4,revisar vacuna,Jorge
L-02323,2025-04-22,Buenos Aires,EL-0066,tarde,11.36,27.2,revisar vacuna,Luis
L-02324,2025-11-03,La Pradera,SA-1124,manana,14.69,23.6,normal,Jorge
L-02325,2025-01-09,La Esperanza,LA-0575,tarde,14.93,28.5,normal,Carlos
L-02326,2025-04-07,Santa Lucia,LA-1427,tarde,9.83,32.0,baja alimentacion,Jorge
L-02327,2025-06-20,La Pradera,LA-0722,tarde,5.46,26.0,sin novedad,Luis
L-02328,2025-12-25,San Miguel,EL-0871,tarde,12.27,21.0,dato estimado,Luis
L-02329,2025-09-10,Santa Lucia,BU-2290,tarde,9.69,23.2,revisar vacuna,Luis
L-02330,2025-01-06,Buenos Aires,BU-1555,manana,7.2,31.8,dato estimado,Jorge
L-02331,2025-12-05,Santa Lucia,LA-1509,manana,5.6,25.8,revisar vacuna,Carlos
L-02332,2025-06-25,Santa Lucia,SA-0293,manana,10.19,17.8,baja alimentacion,Luis
L-02333,2025-10-12,La Esperanza,SA-1893,tarde,9.38,17.8,baja alimentacion,Ana
L-02334,2025-10-02,La Esperanza,EL-0537,tarde,6.9,18.4,dato estimado,Jorge
L-02335,2025-03-04,El Progreso,BU-0140,manana,14.32,32.4,lluvia fuerte,Marta
L-02336,2025-09-23,Buenos Aires,LO-0079,tarde,4.98,26.8,normal,Luis
L-02337,2025-04-16,El Progreso,EL-1357,tarde,9.01,18.3,baja alimentacion,Marta
L-02338,2025-11-27,San Miguel,LA-0958,tarde,10.72,19.1,baja alimentacion,Marta
L-02339,2025-07-14,Los Guaduales,LA-1650,manana,15.09,19.8,revisar vacuna,Luis
L-02340,2025-09-17,Santa Lucia,LA-0409,tarde,4.77,32.2,baja alimentacion,Luis
L-02341,2025-04-06,La Pradera,SA-1916,tarde,10.51,23.0,baja alimentacion,Luis
L-02342,2025-09-03,La Esperanza,SA-1392,manana,9.85,24.6,lluvia fuerte,Marta
L-02343,2025-01-24,El Progreso,SA-0305,tarde,22.44,33.9,sin novedad,Luis
L-02344,2025-04-06,San Miguel,EL-2259,manana,7.05,26.1,lluvia fuerte,Ana
L-02345,2025-08-19,Santa Lucia,SA-0130,tarde,15.64,21.0,animal en control,Marta
L-02346,2025-08-21,Los Guaduales,LA-0679,manana,11.32,17.6,lluvia fuerte,Ana
L-02347,2025-09-23,Santa Lucia,SA-0980,tarde,16.33,20.8,baja alimentacion,Marta
L-02348,2025-05-03,San Miguel,LA-0540,tarde,9.33,33.1,dato estimado,Carlos
L-02349,2025-08-05,Buenos Aires,BU-2361,tarde,0,31.4,dato estimado,Marta
L-02350,2025-03-29,El Roble,EL-0927,tarde,13.13,20.6,revisar vacuna,Paola
L-02351,2025-12-18,El Progreso,SA-1149,manana,9.64,33.5,baja alimentacion,Paola
L-02352,2025-09-12,La Pradera,EL-0992,tarde,7.74,27.4,revisar vacuna,Ana
L-02353,2025-02-20,La Esperanza,SA-1582,manana,8.59,26.1,dato estimado,Jorge
L-02354,2025-05-28,Santa Lucia,SA-0236,manana,15.72,21.3,lluvia fuerte,Marta
L-02355,2025-12-31,Los Guaduales,LA-1314,tarde,14.58,26.6,revisar vacuna,Jorge
L-02356,2025-04-11,La Pradera,EL-0932,manana,11.93,28.3,baja alimentacion,Luis
L-02357,2025-09-21,La Esperanza,LA-1905,tarde,7.02,25.3,dato estimado,Paola
L-02358,2025-06-15,La Pradera,LO-1441,manana,16.83,23.5,sin novedad,Paola
L-02359,2025-01-11,Buenos Aires,SA-0286,tarde,6.92,17.3,sin novedad,Carlos
L-02360,2025-08-10,El Roble,SA-0113,manana,7.44,24.8,revisar vacuna,Luis
L-02361,2025-11-30,El Progreso,SA-0696,manana,13.77,30.0,sin novedad,Ana
L-02362,2025-11-09,El Progreso,LO-1909,manana,10.31,25.6,normal,Ana
L-02363,2025-02-01,El Progreso,BU-0465,manana,10.86,23.8,lluvia fuerte,Carlos
L-02364,2025-07-08,El Progreso,LA-1230,manana,9.71,20.6,sin novedad,Ana
L-02365,2025-03-31,La Pradera,EL-1669,tarde,12.73,31.7,normal,Carlos
L-02366,2025-03-07,Los Guaduales,LO-0595,tarde,11.83,20.6,baja alimentacion,Paola
L-02367,2025-02-12,La Pradera,EL-1698,tarde,7.08,33.3,dato estimado,Paola
L-02368,2025-10-02,El Progreso,EL-1263,tarde,6.4,19.9,animal en control,Luis
L-02369,2025-09-24,Santa Lucia,BU-2141,tarde,14.62,20.5,normal,Marta
L-02370,2025-01-05,Los Guaduales,SA-0235,manana,5.45,20.2,normal,Carlos
L-02371,2025-01-16,Buenos Aires,SA-1685,manana,11.34,26.7,normal,Carlos
L-02372,2025-02-01,La Esperanza,LA-1766,tarde,16.21,30.5,lluvia fuerte,Luis
L-02373,2025-07-21,Los Guaduales,EL-1168,tarde,9.63,22.8,baja alimentacion,Marta
L-02374,2025-08-16,El Roble,EL-1478,manana,11.72,25.6,dato estimado,Carlos
L-02375,2025-01-30,La Pradera,LO-0726,tarde,10.7,20.5,lluvia fuerte,Ana
L-02376,2025-01-23,Los Guaduales,BU-1016,tarde,10.04,28.8,baja alimentacion,Carlos
L-02377,2025-12-20,La Esperanza,SA-1575,manana,11.74,22.7,animal en control,Jorge
L-02378,2025-08-18,La Pradera,LA-2010,tarde,9.85,22.2,baja alimentacion,Jorge
L-02379,2025-01-29,La Pradera,LA-0321,manana,12.16,27.0,lluvia fuerte,Marta
L-02380,2025-11-09,Buenos Aires,LA-2366,tarde,8.66,18.8,baja alimentacion,Luis
L-02381,2025-09-14,La Esperanza,BU-0931,tarde,11.92,32.0,sin novedad,Luis
L-02382,2025-03-08,La Pradera,SA-1753,tarde,5.06,21.4,dato estimado,Paola
L-02383,2025-02-03,El Progreso,LA-0150,manana,19.0,17.1,baja alimentacion,Paola
L-02384,2025-04-03,San Miguel,EL-1256,tarde,13.9,23.6,animal en control,Paola
L-02385,2025-11-23,Los Guaduales,LO-0097,tarde,11.8,29.2,baja alimentacion,Carlos
L-02386,2025-02-18,San Miguel,BU-0375,tarde,8.07,28.8,normal,Marta
L-02387,2025-12-22,La Esperanza,LA-1390,manana,14.51,22.4,dato estimado,Marta
L-02388,2025-05-04,La Pradera,LA-1254,tarde,13.38,18.4,animal en control,Jorge
L-02389,2025-07-25,La Pradera,LO-2482,tarde,12.07,17.2,baja alimentacion,Marta
L-02390,2025-11-03,Santa Lucia,BU-2136,manana,11.79,21.8,baja alimentacion,Carlos
L-02391,2025-05-20,La Pradera,EL-0391,manana,15.27,33.8,revisar vacuna,Marta
L-02392,2025-01-08,El Progreso,BU-2248,tarde,10.96,18.5,dato estimado,Ana
L-02393,2025-07-01,El Progreso,SA-1432,manana,5.55,26.8,lluvia fuerte,Jorge
L-02394,2025-09-03,La Pradera,BU-0658,tarde,9.36,24.6,dato estimado,Ana
L-02395,2025-04-09,San Miguel,EL-2332,manana,9.94,19.3,animal en control,Jorge
L-02396,2025-11-08,La Pradera,LA-0807,manana,12.2,26.5,revisar vacuna,Ana
L-02397,2025-04-26,Santa Lucia,SA-0165,manana,10.51,19.9,animal en control,Carlos
L-02398,2025-07-27,La Esperanza,EL-1573,tarde,12.9,32.4,animal en control,Ana
L-02399,2025-11-11,La Esperanza,SA-0844,manana,9.32,25.5,dato estimado,Ana
L-02400,2025-05-10,La Pradera,LA-1449,manana,4.22,27.9,sin novedad,Luis
L-02401,2025-10-10,Santa Lucia,SA-0269,tarde,14.13,21.5,baja alimentacion,Ana
L-02402,2025-09-25,Buenos Aires,LA-1849,manana,6.17,20.8,dato estimado,Ana
L-02403,2025-06-13,Los Guaduales,EL-1536,tarde,15.56,27.2,dato estimado,Ana
L-02404,2025-11-12,El Roble,EL-1553,manana,10.1,23.8,normal,Luis
L-02405,2025-03-17,Santa Lucia,EL-0268,tarde,11.46,22.3,lluvia fuerte,Luis
L-02406,2025-12-29,El Progreso,EL-0864,tarde,3.17,28.2,baja alimentacion,Jorge
L-02407,2025-10-08,El Roble,LA-1642,manana,14.65,28.1,animal en control,Luis
L-02408,2025-07-14,Los Guaduales,SA-2004,tarde,6.35,32.5,revisar vacuna,Carlos
L-02409,2025-11-28,San Miguel,BU-2136,manana,8.82,19.2,dato estimado,Luis
L-02410,2025-08-11,La Pradera,SA-2163,tarde,10.41,26.6,lluvia fuerte,Jorge
L-02411,2025-05-14,El Roble,EL-1693,manana,17.96,24.5,lluvia fuerte,Luis
L-02412,2025-10-28,El Progreso,SA-1626,manana,8.64,21.4,revisar vacuna,Paola
L-02413,2025-03-28,Buenos Aires,SA-1643,manana,10.4,25.4,lluvia fuerte,Ana
L-02414,2025-09-08,Los Guaduales,SA-1990,tarde,12.77,20.9,normal,Paola
L-02415,2025-07-22,San Miguel,EL-2224,manana,8.22,23.4,sin novedad,Jorge
L-02416,2025-12-28,Buenos Aires,BU-1843,tarde,17.06,22.3,sin novedad,Paola
L-02417,2025-04-10,Los Guaduales,LA-0862,tarde,7.07,24.3,lluvia fuerte,Marta
L-02418,2025-11-14,La Pradera,EL-0323,tarde,11.93,27.4,baja alimentacion,Ana
L-02419,2025-06-29,San Miguel,EL-0296,manana,7.94,28.7,revisar vacuna,Paola
L-02420,2025-06-15,Los Guaduales,SA-1174,tarde,5.79,25.2,animal en control,Luis
L-02421,2025-06-03,La Esperanza,EL-2031,tarde,7.83,20.9,animal en control,Jorge
L-02422,2025-05-23,La Pradera,EL-0864,tarde,10.99,25.3,dato estimado,Luis
L-02423,2025-09-27,El Roble,SA-2130,manana,6.25,19.9,normal,Jorge
L-02424,2025-02-19,Los Guaduales,LA-0007,manana,6.72,25.9,animal en control,Paola
L-02425,2025-03-11,Buenos Aires,LA-2071,manana,12.75,31.5,lluvia fuerte,Jorge
L-02426,2025-10-24,El Progreso,EL-2278,manana,14.05,20.0,lluvia fuerte,Luis
L-02427,2025-05-19,San Miguel,LA-0353,tarde,12.53,29.1,dato estimado,Jorge
L-02428,2025-04-22,El Roble,LA-1379,tarde,7.17,33.7,revisar vacuna,Paola
L-02429,2025-09-19,Santa Lucia,LA-0369,tarde,8.43,18.9,sin novedad,Marta
L-02430,2025-11-07,La Pradera,LA-1317,manana,13.04,17.8,dato estimado,Ana
L-02431,2025-11-08,Los Guaduales,LA-2075,tarde,10.29,30.5,normal,Marta
L-02432,2025-04-11,Los Guaduales,EL-0455,tarde,7.84,20.1,animal en control,Jorge
L-02433,2025-09-22,La Pradera,SA-1667,manana,11.85,23.7,normal,Carlos
L-02434,2025-01-04,El Roble,EL-0474,manana,8.92,22.2,dato estimado,Marta
L-02435,2025-12-07,La Esperanza,EL-0430,tarde,11.51,26.2,revisar vacuna,Carlos
L-02436,2025-03-09,La Pradera,SA-1261,tarde,11.31,28.9,lluvia fuerte,Ana
L-02437,2025-07-23,Santa Lucia,LA-1642,manana,12.68,26.6,baja alimentacion,Marta
L-02438,2025-06-22,La Esperanza,EL-0391,manana,8.26,31.2,revisar vacuna,Ana
L-02439,2025-07-23,Buenos Aires,EL-0200,tarde,6.2,24.3,dato estimado,Jorge
L-02440,2025-10-28,Buenos Aires,LO-2369,tarde,12.4,18.8,normal,Jorge
L-02441,2025-08-10,Buenos Aires,LA-0954,tarde,13.93,24.9,lluvia fuerte,Ana
L-02442,2025-04-05,El Progreso,LA-2327,manana,6.57,17.3,lluvia fuerte,Luis
L-02443,2025-04-22,Los Guaduales,EL-0804,manana,11.24,25.8,lluvia fuerte,Luis
L-02444,2025-06-03,Los Guaduales,BU-0815,manana,4.76,32.7,animal en control,Marta
L-02445,2025-09-26,El Roble,BU-0920,tarde,12.1,23.3,normal,Jorge
L-02446,2025-07-17,San Miguel,EL-1262,tarde,5.78,30.5,dato estimado,Carlos
L-02447,2025-06-29,El Roble,SA-0746,tarde,10.14,20.9,dato estimado,Ana
L-02448,2025-12-17,La Esperanza,EL-0871,manana,8.53,30.4,revisar vacuna,Marta
L-02449,2025-06-10,Santa Lucia,LA-1284,manana,12.04,26.1,revisar vacuna,Ana
L-02450,2025-11-22,La Pradera,SA-0997,tarde,10.67,22.3,normal,Paola
L-02451,2025-12-20,El Progreso,LO-1289,manana,13.32,21.9,animal en control,Carlos
L-02452,2025-10-05,Santa Lucia,LA-2297,tarde,15.29,17.3,baja alimentacion,Luis
L-02453,2025-02-04,La Esperanza,EL-1405,tarde,17.52,22.5,normal,Luis
L-02454,2025-03-14,Santa Lucia,LO-0112,manana,8.71,27.6,revisar vacuna,Ana
L-02455,2025-05-16,El Roble,EL-1698,manana,8.99,30.3,lluvia fuerte,Marta
L-02456,2025-05-03,La Pradera,BU-0961,manana,3.9,29.4,baja alimentacion,Carlos
L-02457,2025-01-24,Santa Lucia,SA-1175,tarde,14.13,22.1,dato estimado,Carlos
L-02458,2025-04-07,San Miguel,LA-2149,manana,8.61,22.2,dato estimado,Jorge
L-02459,2025-07-28,Santa Lucia,EL-2101,manana,7.38,17.7,lluvia fuerte,Jorge
L-02460,2025-12-21,Buenos Aires,BU-2214,tarde,10.03,19.0,dato estimado,Carlos
L-02461,2025-11-23,La Pradera,EL-0707,manana,11.2,29.8,lluvia fuerte,Ana
L-02462,2025-03-01,El Roble,BU-1167,manana,13.12,24.7,normal,Ana
L-02463,2025-02-07,Buenos Aires,LA-0307,manana,12.2,20.9,sin novedad,Ana
L-02464,2025-07-04,La Pradera,LA-0325,tarde,13.32,24.5,baja alimentacion,Paola
L-02465,2025-11-04,Santa Lucia,EL-1475,manana,9.26,17.5,normal,Luis
L-02466,2025-04-25,Los Guaduales,LA-0881,manana,9.53,21.3,normal,Luis
L-02467,2025-12-14,Buenos Aires,BU-2433,tarde,18.49,19.0,dato estimado,Marta
L-02468,2025-10-06,El Roble,LO-1107,manana,5.52,18.7,sin novedad,Marta
L-02469,2025-02-17,El Roble,SA-2111,tarde,7.66,23.6,sin novedad,Jorge
L-02470,2025-01-09,El Roble,LA-2428,manana,18.26,22.5,lluvia fuerte,Marta
L-02471,2025-10-07,La Esperanza,LO-2171,tarde,7.26,17.1,dato estimado,Marta
L-02472,2025-05-27,La Pradera,EL-2081,manana,4.16,17.1,dato estimado,Paola
L-02473,2025-01-11,Buenos Aires,SA-0755,manana,12.53,23.6,lluvia fuerte,Ana
