id_cosecha,fecha,finca,lote,kilos_cosechados,humedad_grano_pct,estado_cultivo,lluvia_ultimos_7_dias_mm
M-02058,2025-08-14,La Esperanza,Lote-10,190.47,31.5,plaga_observada,37.1
M-02059,2025-05-15,La Pradera,Lote-15,110.21,21.1,humedo,16.3
M-02060,2025-08-06,Los Guaduales,Lote-15,127.59,30.5,humedo,69.1
M-02061,2025-05-24,Los Guaduales,Lote-09,284.97,15.2,humedo,41.6
M-02062,2025-02-07,Los Guaduales,Lote-15,184.8,21.3,humedo,79.1
M-02063,2025-06-04,Los Guaduales,Lote-18,122.98,23.5,plaga_observada,5.5
M-02064,2025-11-06,Santa Lucia,Lote-16,163.33,15.9,optimo,10.1
M-02065,2025-01-02,El Progreso,Lote-12,196.42,15.1,plaga_observada,30.9
M-02066,2025-01-30,La Esperanza,Lote-13,291.59,27.9,humedo,20.6
M-02067,2025-11-26,Buenos Aires,Lote-21,207.61,30.9,humedo,85.1
M-02068,2025-05-03,San Miguel,Lote-08,250.17,16.8,optimo,37.7
M-02069,2025-02-05,Buenos Aires,Lote-24,188.38,21.4,listo_para_cosecha,64.9
M-02070,2025-06-20,El Roble,Lote-23,195.62,19.9,humedo,41.6
M-02071,2025-09-07,El Roble,Lote-11,196.66,21.5,listo_para_cosecha,2.0
M-02072,2025-04-17,La Esperanza,Lote-02,276.08,24.6,listo_para_cosecha,3.7
M-02073,2025-08-24,El Roble,Lote-13,75.67,29.0,humedo,87.0
M-02074,2025-04-26,Santa Lucia,Lote-19,199.59,13.7,humedo,85.6
M-02075,2025-06-19,El Roble,Lote-17,201.9,20.2,humedo,40.5
M-02076,2025-08-16,Santa Lucia,Lote-12,207.7,20.9,listo_para_cosecha,30.1
M-02077,2025-05-25,La Esperanza,Lote-12,201.61,19.1,optimo,43.1
M-02078,2025-07-24,Los Guaduales,Lote-02,217.63,24.7,plaga_observada,87.2
M-02079,2025-05-23,Buenos Aires,Lote-08,216.67,30.2,listo_para_cosecha,69.8
M-02080,2025-02-22,San Miguel,Lote-15,173.09,29.2,seco,13.9
M-02081,2025-01-20,San Miguel,Lote-06,123.01,10.1,listo_para_cosecha,13.2
M-02082,2025-07-09,Buenos Aires,Lote-04,226.22,13.4,listo_para_cosecha,5.5
M-02083,2025-06-21,La Esperanza,Lote-05,150.26,27.1,seco,60.5
M-02084,2025-02-22,El Roble,Lote-05,123.76,32.0,listo_para_cosecha,18.0
M-02085,2025-11-08,La Esperanza,Lote-01,208.62,19.5,optimo,65.3
M-02086,2025-06-14,Santa Lucia,Lote-05,137.74,30.1,plaga_observada,3.9
M-02087,2025-11-30,Buenos Aires,Lote-11,100.08,11.5,humedo,11.1
M-02088,2025-05-09,La Esperanza,Lote-25,161.29,23.4,humedo,71.0
M-02089,2025-06-17,Buenos Aires,Lote-24,126.57,13.8,humedo,37.9
M-02090,2025-12-23,Buenos Aires,Lote-18,350.94,31.8,optimo,29.7
M-02091,2025-11-07,La Pradera,Lote-10,228.93,20.5,plaga_observada,30.7
M-02092,2025-09-29,Santa Lucia,Lote-05,215.88,12.1,humedo,56.2
M-02093,2025-04-25,El Progreso,Lote-01,164.73,17.4,optimo,27.3
M-02094,2025-01-26,La Pradera,Lote-24,183.67,20.8,optimo,10.9
M-02095,2025-11-03,El Progreso,Lote-05,221.13,25.7,plaga_observada,8.9
M-02096,2025-01-26,San Miguel,Lote-06,227.49,21.1,optimo,92.4
M-02097,2025-02-09,Los Guaduales,Lote-09,206.78,23.7,listo_para_cosecha,53.9
M-02098,2025-10-28,El Progreso,Lote-17,262.9,18.4,optimo,66.6
M-02099,2025-02-15,San Miguel,Lote-08,184.02,31.3,listo_para_cosecha,80.2
M-02100,2025-08-09,Buenos Aires,Lote-06,190.8,12.0,plaga_observada,54.3
M-02101,2025-07-19,La Pradera,Lote-14,115.07,28.5,seco,40.9
M-02102,2025-03-01,El Progreso,Lote-12,185.4,19.7,plaga_observada,79.4
M-02103,2025-03-12,Los Guaduales,Lote-10,183.92,26.1,plaga_observada,76.1
M-02104,2025-07-28,El Progreso,Lote-09,156.36,27.3,plaga_observada,26.9
M-02105,2025-12-13,El Roble,Lote-12,186.47,22.4,seco,71.1
M-02106,2025-01-08,La Esperanza,Lote-18,222.67,12.1,optimo,2.5
M-02107,2025-01-04,El Progreso,Lote-23,133.16,11.2,plaga_observada,68.9
M-02108,2025-05-16,El Roble,Lote-07,121.05,12.4,optimo,90.5
M-02109,2025-05-07,Los Guaduales,Lote-14,151.09,16.2,plaga_observada,38.2
M-02110,2025-12-24,Los Guaduales,Lote-20,160.42,15.8,optimo,1.7
M-02111,2025-04-12,Santa Lucia,Lote-06,274.95,27.2,optimo,83.3
M-02112,2025-01-22,El Progreso,Lote-06,254.56,10.6,seco,82.2
M-02113,2025-09-05,Los Guaduales,Lote-11,213.54,30.8,humedo,54.9
M-02114,2025-12-09,La Pradera,Lote-24,162.36,13.0,seco,57.0
M-02115,2025-07-03,San Miguel,Lote-11,200.51,10.8,optimo,37.6
M-02116,2025-08-15,Buenos Aires,Lote-05,183.68,22.9,plaga_observada,61.2
M-02117,2025-06-07,La Pradera,Lote-03,162.26,31.7,plaga_observada,21.7
M-02118,2025-07-11,La Pradera,Lote-16,340.13,29.1,listo_para_cosecha,9.8
M-02119,2025-06-06,Buenos Aires,Lote-09,97.82,12.1,listo_para_cosecha,15.7
M-02120,2025-05-19,San Miguel,Lote-11,181.96,21.3,humedo,26.2
M-02121,2025-06-29,La Esperanza,Lote-17,232.76,28.3,optimo,62.7
M-02122,2025-08-25,La Esperanza,Lote-10,184.1,20.0,humedo,69.0
M-02123,2025-12-25,El Progreso,Lote-21,271.6,17.4,seco,88.3
M-02124,2025-04-27,Santa Lucia,Lote-17,188.76,26.7,listo_para_cosecha,94.9
M-02125,2025-12-16,El Progreso,Lote-05,187.5,16.8,optimo,57.7
M-02126,2025-10-11,Los Guaduales,Lote-16,178.02,29.3,listo_para_cosecha,19.6
M-02127,2025-12-20,San Miguel,Lote-20,99.12,24.4,seco,54.6
M-02128,2025-01-16,La Esperanza,Lote-06,277.81,24.2,optimo,15.9
M-02129,2025-11-04,Buenos Aires,Lote-25,238.23,11.4,humedo,83.0
M-02130,2025-09-29,El Roble,Lote-22,217.32,27.6,humedo,73.4
M-02131,2025-06-10,El Roble,Lote-10,199.01,16.0,humedo,90.3
M-02132,2025-10-14,Los Guaduales,Lote-05,189.62,21.7,optimo,15.1
M-02133,2025-02-24,Buenos Aires,Lote-25,206.03,10.7,plaga_observada,83.3
M-02134,2025-06-08,San Miguel,Lote-20,159.11,27.1,seco,47.6
M-02135,2025-08-23,Santa Lucia,Lote-10,118.88,24.4,plaga_observada,69.4
M-02136,2025-08-22,La Pradera,Lote-23,165.29,15.1,listo_para_cosecha,90.0
M-02137,2025-12-05,San Miguel,Lote-11,980,26.1,humedo,73.7
M-02138,2025-07-31,Los Guaduales,Lote-11,213.67,25.5,plaga_observada,91.0
M-02139,2025-09-16,La Pradera,Lote-16,27.2,11.5,optimo,2.3
M-02140,2025-06-25,El Progreso,Lote-21,157.65,29.6,optimo,9.2
M-02141,2025-12-19,Santa Lucia,Lote-04,188.91,18.3,optimo,9.4
M-02142,2025-05-13,Santa Lucia,Lote-09,199.65,31.4,optimo,4.9
M-02143,2025-01-23,San Miguel,Lote-14,192.34,11.4,plaga_observada,92.2
M-02144,2025-10-16,San Miguel,Lote-09,119.92,16.0,optimo,15.7
M-02145,2025-05-09,El Progreso,Lote-18,264.17,15.9,humedo,13.7
M-02146,2025-09-11,El Roble,Lote-06,216.4,18.3,seco,15.6
M-02147,2025-12-29,Buenos Aires,Lote-08,121.8,15.9,optimo,87.1
M-02148,2025-05-04,Los Guaduales,Lote-16,309.25,21.5,optimo,52.1
M-02149,2025-03-21,La Esperanza,Lote-19,231.34,24.8,listo_para_cosecha,20.8
M-02150,2025-04-16,El Progreso,Lote-07,251.02,16.0,optimo,13.3
M-02151,2025-12-05,Los Guaduales,Lote-12,202.78,20.2,humedo,84.6
M-02152,2025-11-26,La Esperanza,Lote-15,253.25,21.2,humedo,51.8
M-02153,2025-07-05,La Esperanza,Lote-14,268.05,10.5,humedo,15.6
M-02154,2025-06-06,El Roble,Lote-10,201.81,22.9,plaga_observada,29.2
M-02155,2025-07-23,Santa Lucia,Lote-18,166.2,24.0,plaga_observada,73.9
M-02156,2025-04-28,El Roble,Lote-12,160.07,24.0,seco,17.9
M-02157,2025-03-08,La Esperanza,Lote-02,232.32,26.6,optimo,60.6
M-02158,2025-04-01,Santa Lucia,Lote-16,65.65,11.2,optimo,51.4
M-02159,2025-04-29,Buenos Aires,Lote-18,228.07,31.1,humedo,76.0
M-02160,2025-11-20,El Progreso,Lote-05,157.97,26.9,humedo,35.7
M-02161,2025-03-23,La Esperanza,Lote-04,241.92,14.1,humedo,44.6
M-02162,2025-12-21,San Miguel,Lote-20,206.08,24.9,plaga_observada,18.3
M-02163,2025-11-24,Buenos Aires,Lote-03,169.16,10.8,plaga_observada,28.9
M-02164,2025-09-13,El Roble,Lote-08,157.97,31.9,seco,16.4
M-02165,2025-09-20,El Roble,Lote-24,101.18,23.8,plaga_observada,8.0
M-02166,2025-07-12,Santa Lucia,Lote-13,145.2,26.9,optimo,16.9
M-02167,2025-12-22,Buenos Aires,Lote-18,222.96,22.8,plaga_observada,30.2
M-02168,2025-10-15,La Esperanza,Lote-07,169.66,18.9,listo_para_cosecha,63.6
M-02169,2025-12-13,La Esperanza,Lote-09,203.54,28.2,plaga_observada,63.1
M-02170,2025-09-01,Los Guaduales,Lote-11,183.14,30.7,seco,12.1
M-02171,2025-05-23,La Pradera,Lote-22,136.6,25.9,optimo,89.6
M-02172,2025-12-12,Santa Lucia,Lote-20,327.48,26.2,humedo,11.1
M-02173,2025-09-02,La Esperanza,Lote-19,40.7,28.8,plaga_observada,57.1
M-02174,2025-11-14,Los Guaduales,Lote-06,172.7,19.0,optimo,27.9
M-02175,2025-05-15,El Progreso,Lote-11,160.46,24.6,optimo,72.6
M-02176,2025-04-02,San Miguel,Lote-07,104.78,17.7,listo_para_cosecha,61.0
M-02177,2025-08-03,La Esperanza,Lote-23,218.02,30.1,listo_para_cosecha,61.2
M-02178,2025-09-07,Santa Lucia,Lote-09,135.52,21.1,humedo,36.7
M-02179,2025-12-14,El Progreso,Lote-16,-20,13.1,listo_para_cosecha,68.7
M-02180,2025-11-01,Santa Lucia,Lote-01,122.58,23.3,humedo,60.0
M-02181,2025-02-05,El Progreso,Lote-05,165.3,22.9,seco,6.0
M-02182,2025-10-22,San Miguel,Lote-02,217.25,31.2,seco,80.1
M-02183,2025-04-25,Santa Lucia,Lote-18,176.54,13.5,plaga_observada,7.2
M-02184,2025-12-04,San Miguel,Lote-20,197.87,13.6,seco,10.3
M-02185,2025-03-02,El Roble,Lote-24,202.13,19.7,plaga_observada,26.2
M-02186,2025-02-14,Los Guaduales,Lote-14,209.28,28.7,listo_para_cosecha,3.1
M-02187,2025-12-04,San Miguel,Lote-20,183.1,14.1,listo_para_cosecha,54.4
M-02188,2025-01-12,La Pradera,Lote-10,124.17,11.9,listo_para_cosecha,55.4
M-02189,2025-08-17,El Progreso,Lote-05,68.55,13.8,humedo,18.9
M-02190,2025-10-03,La Pradera,Lote-22,158.34,24.8,listo_para_cosecha,28.2
M-02191,2025-05-13,Santa Lucia,Lote-13,182.93,23.2,optimo,38.1
M-02192,2025-02-07,El Roble,Lote-23,101.55,23.1,plaga_observada,71.8
M-02193,2025-09-18,San Miguel,Lote-09,147.09,21.5,humedo,90.5
M-02194,2025-06-04,San Miguel,Lote-01,235.84,23.6,listo_para_cosecha,15.2
M-02195,2025-04-28,Buenos Aires,Lote-10,200.21,22.6,listo_para_cosecha,71.4
M-02196,2025-06-29,Los Guaduales,Lote-16,162.01,29.8,optimo,10.1
M-02197,2025-04-09,Buenos Aires,Lote-09,177.19,17.1,listo_para_cosecha,33.7
M-02198,2025-04-14,El Roble,Lote-12,183.3,18.4,humedo,65.8
M-02199,2025-07-09,San Miguel,Lote-20,248.85,29.9,optimo,12.3
M-02200,2025-05-23,El Progreso,Lote-22,154.88,23.6,seco,84.4
M-02201,2025-11-27,Buenos Aires,Lote-10,139.11,15.8,seco,29.2
M-02202,2025-08-18,El Progreso,Lote-11,274.27,25.0,plaga_observada,29.0
M-02203,2025-03-03,El Roble,Lote-04,72.22,13.4,plaga_observada,48.0
M-02204,2025-03-08,La Esperanza,Lote-01,116.25,31.0,listo_para_cosecha,88.5
M-02205,2025-04-02,El Progreso,Lote-24,227.11,11.3,optimo,20.1
M-02206,2025-02-20,Buenos Aires,Lote-23,177.73,22.8,listo_para_cosecha,48.8
M-02207,2025-07-03,San Miguel,Lote-05,154.23,20.5,humedo,12.9
M-02208,2025-04-07,San Miguel,Lote-06,201.24,27.6,humedo,68.3
M-02209,2025-03-04,La Pradera,Lote-17,205.74,18.4,plaga_observada,28.3
M-02210,2025-08-26,La Esperanza,Lote-10,247.89,11.5,plaga_observada,12.6
M-02211,2025-01-07,Santa Lucia,Lote-23,166.49,26.7,seco,32.7
M-02212,2025-02-17,Los Guaduales,Lote-22,213.82,17.0,seco,1.8
M-02213,2025-12-25,La Esperanza,Lote-25,222.05,17.3,optimo,88.6
M-02214,2025-03-30,El Progreso,Lote-25,147.83,29.0,plaga_observada,50.6
M-02215,2025-10-08,El Roble,Lote-04,200.52,15.7,plaga_observada,47.7
M-02216,2025-10-08,La Esperanza,Lote-10,151.53,26.4,humedo,68.8
M-02217,2025-10-03,La Pradera,Lote-17,248.47,22.1,optimo,17.4
M-02218,2025-03-07,El Progreso,Lote-20,158.35,26.8,listo_para_cosecha,59.1
M-02219,2025-11-05,Los Guaduales,Lote-03,185.53,31.6,optimo,58.8
M-02220,2025-10-14,Los Guaduales,Lote-15,189.09,13.7,plaga_observada,82.1
M-02221,2025-11-20,Buenos Aires,Lote-01,188.64,20.9,listo_para_cosecha,32.0
M-02222,2025-08-08,San Miguel,Lote-15,233.15,27.6,optimo,80.5
M-02223,2025-04-03,El Progreso,Lote-03,257.27,21.8,listo_para_cosecha,34.6
M-02224,2025-06-15,Santa Lucia,Lote-24,170.13,25.8,listo_para_cosecha,4.1
M-02225,2025-05-06,El Roble,Lote-03,246.51,20.0,listo_para_cosecha,93.3
M-02226,2025-10-19,San Miguel,Lote-09,211.1,19.0,plaga_observada,63.7
M-02227,2025-10-16,El Progreso,Lote-09,238.95,23.3,plaga_observada,89.7
M-02228,2025-07-21,Los Guaduales,Lote-01,113.37,16.9,listo_para_cosecha,89.6
M-02229,2025-07-17,El Progreso,Lote-08,191.67,19.8,seco,43.3
M-02230,2025-08-20,La Esperanza,Lote-06,224.79,30.0,optimo,81.8
M-02231,2025-10-10,El Roble,Lote-11,194.28,18.5,humedo,17.9
M-02232,2025-03-07,La Pradera,Lote-04,167.21,11.8,plaga_observada,90.0
M-02233,2025-05-23,Buenos Aires,Lote-20,97.33,26.0,listo_para_cosecha,55.9
M-02234,2025-09-26,La Pradera,Lote-02,,25.1,listo_para_cosecha,16.1
M-02235,2025-09-12,La Pradera,Lote-19,107.81,11.7,humedo,18.8
M-02236,2025-12-28,El Progreso,Lote-21,179.69,25.8,listo_para_cosecha,37.1
M-02237,2025-03-29,La Esperanza,Lote-03,265.48,24.7,optimo,69.7
M-02238,2025-06-23,La Pradera,Lote-16,170.71,16.1,plaga_observada,35.4
M-02239,2025-02-16,El Progreso,Lote-21,259.15,13.0,humedo,92.9
M-02240,2025-02-10,Buenos Aires,Lote-05,62.87,11.2,optimo,81.2
M-02241,2025-11-13,Los Guaduales,Lote-25,255.47,13.6,humedo,21.9
M-02242,2025-09-30,El Progreso,Lote-20,174.32,26.1,seco,49.0
M-02243,2025-12-08,Buenos Aires,Lote-02,157.34,15.0,listo_para_cosecha,34.4
M-02244,2025-08-13,El Progreso,Lote-17,148.29,30.0,listo_para_cosecha,73.7
M-02245,2025-06-03,Los Guaduales,Lote-17,118.67,26.3,listo_para_cosecha,46.6
M-02246,2025-10-02,Los Guaduales,Lote-17,52.82,14.9,optimo,22.7
M-02247,2025-03-18,La Esperanza,Lote-17,211.4,11.8,listo_para_cosecha,18.5
M-02248,2025-01-13,El Roble,Lote-23,108.7,15.0,listo_para_cosecha,69.3
M-02249,2025-04-04,El Progreso,Lote-14,253.5,22.8,plaga_observada,17.0
M-02250,2025-05-24,Buenos Aires,Lote-01,82.55,21.5,seco,74.1
M-02251,2025-12-24,El Roble,Lote-18,158.2,26.8,humedo,17.4
M-02252,2025-03-08,El Progreso,Lote-21,198.45,31.2,plaga_observada,69.1
M-02253,2025-08-28,El Roble,Lote-21,223.11,27.9,optimo,5.8
M-02254,2025-05-06,Santa Lucia,Lote-22,60.23,13.3,seco,60.6
M-02255,2025-04-29,El Roble,Lote-13,198.53,10.5,seco,60.1
M-02256,2025-03-12,La Esperanza,Lote-16,155.15,13.4,listo_para_cosecha,32.1
M-02257,2025-10-22,San Miguel,Lote-10,172.48,24.7,listo_para_cosecha,59.7
M-02258,2025-02-18,El Roble,Lote-17,250.28,17.0,seco,52.2
M-02259,2025-07-13,Los Guaduales,Lote-08,209.99,11.0,plaga_observada,29.7
M-02260,2025-03-23,San Miguel,Lote-17,253.57,18.8,humedo,20.7
M-02261,2025-09-12,Buenos Aires,Lote-20,166.83,29.6,listo_para_cosecha,68.0
M-02262,2025-08-17,La Pradera,Lote-05,240.49,28.1,plaga_observada,53.0
M-02263,2025-07-14,San Miguel,Lote-05,143.35,24.6,humedo,66.3
M-02264,2025-12-08,Los Guaduales,Lote-11,234.95,23.7,plaga_observada,5.8
M-02265,2025-11-18,El Roble,Lote-04,215.72,24.5,humedo,44.2
M-02266,2025-03-27,Los Guaduales,Lote-15,151.23,25.4,humedo,28.8
M-02267,2025-11-24,Santa Lucia,Lote-23,69.46,18.9,seco,0.5
M-02268,2025-07-13,Buenos Aires,Lote-20,225.78,15.3,plaga_observada,4.7
M-02269,2025-05-06,Santa Lucia,Lote-08,247.2,19.0,humedo,19.7
M-02270,2025-02-25,Los Guaduales,Lote-03,,16.4,optimo,47.9
M-02271,2025-02-02,El Progreso,Lote-15,71.07,11.4,humedo,86.1
M-02272,2025-12-15,El Progreso,Lote-17,251.13,14.6,plaga_observada,66.5
M-02273,2025-05-13,La Esperanza,Lote-14,148.71,14.1,humedo,77.2
M-02274,2025-06-17,El Progreso,Lote-04,249.41,23.8,plaga_observada,79.4
M-02275,2025-04-10,Santa Lucia,Lote-24,163.95,21.9,seco,59.2
M-02276,2025-02-16,Los Guaduales,Lote-15,145.26,22.6,listo_para_cosecha,71.6
M-02277,2025-10-07,El Progreso,Lote-21,166.76,12.3,optimo,40.1
M-02278,2025-07-27,El Roble,Lote-24,234.62,20.1,listo_para_cosecha,56.8
M-02279,2025-04-10,La Esperanza,Lote-15,187.7,26.6,listo_para_cosecha,43.1
M-02280,2025-12-31,Santa Lucia,Lote-18,182.36,28.4,listo_para_cosecha,54.0
M-02281,2025-10-07,El Roble,Lote-17,198.18,16.7,plaga_observada,85.5
M-02282,2025-10-12,La Esperanza,Lote-12,268.02,24.9,humedo,59.6
M-02283,2025-02-13,La Pradera,Lote-21,183.73,29.7,optimo,58.9
M-02284,2025-04-19,Los Guaduales,Lote-20,157.81,22.4,optimo,11.7
M-02285,2025-05-27,San Miguel,Lote-08,117.44,28.8,optimo,1.6
M-02286,2025-05-14,La Esperanza,Lote-19,183.17,27.7,plaga_observada,91.0
M-02287,2025-01-15,Santa Lucia,Lote-23,234.02,14.9,humedo,30.3
M-02288,2025-01-04,San Miguel,Lote-22,130.47,21.2,listo_para_cosecha,12.9
M-02289,2025-11-15,Los Guaduales,Lote-09,232.12,11.1,seco,6.8
M-02290,2025-07-10,Santa Lucia,Lote-07,164.65,20.5,optimo,54.4
M-02291,2025-11-30,El Progreso,Lote-14,116.4,14.2,optimo,45.8
M-02292,2025-04-06,San Miguel,Lote-09,200.87,10.2,optimo,44.6
M-02293,2025-11-15,El Progreso,Lote-19,237.34,11.5,listo_para_cosecha,65.1
M-02294,2025-08-19,El Progreso,Lote-10,137.0,28.5,plaga_observada,63.9
M-02295,2025-09-16,El Roble,Lote-18,211.75,14.0,optimo,68.7
M-02296,2025-04-23,Los Guaduales,Lote-02,168.26,30.7,humedo,41.5
M-02297,2025-03-07,El Roble,Lote-25,234.96,15.8,seco,10.5
M-02298,2025-07-22,Los Guaduales,Lote-22,208.69,26.6,listo_para_cosecha,2.5
M-02299,2025-08-12,La Pradera,Lote-16,255.08,24.5,plaga_observada,15.6
M-02300,2025-01-09,Los Guaduales,Lote-07,123.19,23.9,optimo,13.8
M-02301,2025-12-31,Santa Lucia,Lote-12,196.53,14.2,seco,35.6
M-02302,2025-03-20,El Progreso,Lote-24,208.47,13.7,plaga_observada,65.4
M-02303,2025-05-23,El Progreso,Lote-24,313.78,25.9,optimo,61.4
M-02304,2025-07-09,Santa Lucia,Lote-04,167.62,11.8,listo_para_cosecha,79.4
M-02305,2025-02-24,San Miguel,Lote-01,206.21,12.3,optimo,85.5
M-02306,2025-10-19,San Miguel,Lote-04,117.79,23.9,listo_para_cosecha,17.3
M-02307,2025-12-06,Santa Lucia,Lote-25,53.4,29.5,humedo,55.0
M-02308,2025-06-23,Santa Lucia,Lote-23,158.45,23.8,plaga_observada,93.7
M-02309,2025-10-21,Los Guaduales,Lote-23,117.47,13.8,seco,73.2
M-02310,2025-05-27,Buenos Aires,Lote-10,192.55,31.6,optimo,39.1
M-02311,2025-11-24,El Roble,Lote-19,131.79,15.3,seco,73.9
M-02312,2025-01-29,El Progreso,Lote-03,226.51,11.8,seco,4.6
M-02313,2025-06-11,La Esperanza,Lote-12,142.12,23.2,seco,43.0
M-02314,2025-04-22,Buenos Aires,Lote-09,135.35,17.4,plaga_observada,38.4
M-02315,2025-01-07,Santa Lucia,Lote-11,197.95,28.0,optimo,1.7
M-02316,2025-03-19,Santa Lucia,Lote-10,185.25,26.2,seco,31.1
M-02317,2025-11-04,Los Guaduales,Lote-22,182.15,29.8,listo_para_cosecha,70.4
M-02318,2025-04-30,San Miguel,Lote-08,200.83,16.0,optimo,71.5
M-02319,2025-12-31,La Pradera,Lote-21,239.11,16.5,listo_para_cosecha,26.0
M-02320,2025-07-15,San Miguel,Lote-06,197.38,28.5,seco,15.0
M-02321,2025-07-30,Santa Lucia,Lote-02,151.24,31.0,plaga_observada,49.7
M-02322,2025-08-25,Buenos Aires,Lote-06,181.72,20.6,optimo,84.1
M-02323,2025-10-02,Buenos Aires,Lote-10,186.57,16.1,humedo,56.1
M-02324,2025-08-26,Santa Lucia,Lote-01,173.69,16.4,humedo,37.5
M-02325,2025-02-17,Buenos Aires,Lote-07,110.96,28.9,optimo,18.3
M-02326,2025-12-20,San Miguel,Lote-14,192.12,24.1,optimo,30.5
M-02327,2025-11-23,Buenos Aires,Lote-17,174.1,31.4,optimo,36.0
M-02328,2025-06-06,Los Guaduales,Lote-08,164.65,14.3,plaga_observada,81.2
M-02329,2025-04-16,Santa Lucia,Lote-22,132.29,29.8,plaga_observada,85.0
M-02330,2025-01-21,El Roble,Lote-14,120.09,28.5,plaga_observada,19.0
M-02331,2025-03-04,Los Guaduales,Lote-04,111.01,29.6,humedo,45.3
M-02332,2025-10-09,El Progreso,Lote-03,102.2,26.9,plaga_observada,78.3
M-02333,2025-11-27,La Esperanza,Lote-09,184.87,15.8,optimo,7.3
M-02334,2025-02-15,San Miguel,Lote-25,184.14,10.1,optimo,69.0
M-02335,2025-08-22,Los Guaduales,Lote-06,113.1,17.4,listo_para_cosecha,69.3
M-02336,2025-04-27,San Miguel,Lote-18,139.78,16.3,humedo,84.7
M-02337,2025-04-02,San Miguel,Lote-13,197.81,18.6,listo_para_cosecha,6.8
M-02338,2025-07-19,Buenos Aires,Lote-06,142.86,21.3,plaga_observada,87.8
M-02339,2025-02-13,Santa Lucia,Lote-23,142.21,15.8,humedo,19.4
M-02340,2025-12-23,Santa Lucia,Lote-17,118.29,29.1,humedo,39.9
M-02341,2025-06-29,Santa Lucia,Lote-15,192.09,14.2,listo_para_cosecha,46.4
M-02342,2025-08-02,La Esperanza,Lote-07,189.9,31.5,optimo,65.5
M-02343,2025-03-23,San Miguel,Lote-19,223.6,32.0,plaga_observada,66.9
M-02344,2025-08-18,El Roble,Lote-19,178.59,23.9,listo_para_cosecha,16.2
M-02345,2025-03-14,Buenos Aires,Lote-14,192.99,12.8,listo_para_cosecha,20.9
M-02346,2025-07-28,La Esperanza,Lote-18,133.5,21.0,seco,70.3
M-02347,2025-01-28,El Roble,Lote-03,274.23,15.2,seco,21.7
M-02348,2025-08-31,La Pradera,Lote-05,220.41,23.8,listo_para_cosecha,4.4
M-02349,2025-11-05,San Miguel,Lote-25,174.87,30.5,optimo,22.8
M-02350,2025-08-24,Santa Lucia,Lote-24,146.39,13.8,humedo,77.0
M-02351,2025-05-15,Los Guaduales,Lote-25,167.05,19.4,humedo,70.2
M-02352,2025-03-29,Santa Lucia,Lote-12,135.57,11.8,optimo,37.1
M-02353,2025-03-28,El Progreso,Lote-02,233.58,23.3,humedo,10.2
M-02354,2025-03-17,Santa Lucia,Lote-07,242.74,17.4,plaga_observada,91.9
M-02355,2025-10-07,El Progreso,Lote-05,179.52,29.4,humedo,62.4
M-02356,2025-10-05,Los Guaduales,Lote-02,285.04,14.0,humedo,69.8
M-02357,2025-02-20,Buenos Aires,Lote-08,188.45,15.8,plaga_observada,92.9
M-02358,2025-01-02,San Miguel,Lote-19,277.94,30.0,listo_para_cosecha,79.5
M-02359,2025-07-12,La Esperanza,Lote-02,45.79,17.9,plaga_observada,44.4
M-02360,2025-03-20,El Progreso,Lote-10,246.98,17.1,optimo,93.3
M-02361,2025-08-19,El Roble,Lote-12,165.72,19.3,listo_para_cosecha,46.1
M-02362,2025-05-03,La Pradera,Lote-07,204.27,20.9,listo_para_cosecha,42.4
M-02363,2025-12-11,Santa Lucia,Lote-13,151.49,18.0,plaga_observada,72.1
M-02364,2025-03-23,Santa Lucia,Lote-04,206.87,18.1,listo_para_cosecha,84.0
M-02365,2025-01-04,La Esperanza,Lote-17,172.4,21.3,plaga_observada,88.9
M-02366,2025-06-29,Santa Lucia,Lote-12,144.69,17.1,listo_para_cosecha,47.6
M-02367,2025-12-02,Buenos Aires,Lote-16,223.73,28.0,humedo,94.6
M-02368,2025-09-10,La Esperanza,Lote-15,122.97,21.5,seco,85.2
M-02369,2025-04-26,Santa Lucia,Lote-08,155.79,20.9,humedo,40.1
M-02370,2025-01-30,San Miguel,Lote-19,289.48,18.1,seco,57.2
M-02371,2025-11-29,El Roble,Lote-08,100.51,21.7,humedo,62.8
M-02372,2025-11-17,Buenos Aires,Lote-02,159.37,10.7,seco,8.9
M-02373,2025-08-11,Santa Lucia,Lote-17,223.36,17.8,seco,16.6
M-02374,2025-07-07,La Pradera,Lote-12,194.78,22.6,humedo,60.3
M-02375,2025-08-03,El Roble,Lote-09,189.46,23.5,seco,85.0
M-02376,2025-07-14,La Pradera,Lote-07,218.88,12.4,humedo,76.7
M-02377,2025-07-03,San Miguel,Lote-17,134.61,22.1,plaga_observada,94.5
M-02378,2025-07-18,San Miguel,Lote-04,152.25,13.5,listo_para_cosecha,29.1
M-02379,2025-12-27,El Progreso,Lote-23,87.35,15.3,optimo,40.6
M-02380,2025-05-28,La Pradera,Lote-19,177.87,15.9,listo_para_cosecha,63.1
M-02381,2025-07-27,Buenos Aires,Lote-10,239.45,22.6,optimo,34.1
M-02382,2025-09-21,Los Guaduales,Lote-08,233.16,15.2,seco,91.9
M-02383,2025-03-13,El Progreso,Lote-04,232.53,17.8,plaga_observada,35.0
M-02384,2025-04-13,El Progreso,Lote-12,128.75,24.7,optimo,82.5
